actual_gloss,normalized_gloss
gymnastics,GYMNASTIC
h,H
habit,HABIT
hair,HAIR
hair_2_blond,HAIR_BLOND
hairbrush,HAIRBRUSH
haircut,HAIRCUT
haircut_agent,HAIRCUT_AGENT
haircut_trim,HAIRCUT_TRIM
half,HALF
half_half,HALF_HALF
hall,HALL
halloween,HALLOWEEN
halloween_2,HALLOWEEN
hallucinate,HALLUCINATE
hamburger,HAMBURGER
hammer,HAMMER
hands,HAND
handsome_ns_hawaii_2,HANDSOME_HAWAII
hang_up_phone,HANG_UP_PHONE
hanger,HANGER
hanukkah,HANUKKAH
happen,HAPPEN
happy,HAPPY
hard,HARD
hard_of_hearing,HARD_OF_HEARING
harmonica,HARMONICA
harp,HARP
hat,HAT
hate,HATE
have,HAVE
head,HEAD
head_cold,HEAD_COLD
headache,HEADACHE
headline,HEADLINE
hear_listen,HEAR_LISTEN
hear_listen_rumble,HEAR_LISTEN_RUMBLE
hear_noise,HEAR_NOISE
hear_rumble,HEAR_RUMBLE
hear_shut,HEAR_SHUT
hearing,HEAR
hearing_aid,HEARING_AID
heart,HEART
heart_attack,HEART_ATTACK
heart_beat,HEART_BEAT
heart_heart_beat,HEART_HEART_BEAT
heaven,HEAVEN
heaven_2,HEAVEN
heaven_3,HEAVEN
heavy,HEAVY
height,HEIGHT
height_2,HEIGHT
helicopter,HELICOPTER
hell,HELL
hello,HELLO
helmet,HELMET
here,HERE
heredity,HEREDITY
hide,HIDE
high,HIGH
high_heels,HIGH_HEEL
high_on_drugs,HIGH_ON_DRUG
highway,HIGHWAY
hill,HILL
history,HISTORY
hit,HIT
hitchhike,HITCHHIKE
hockey,HOCKEY
hold,HOLD
holy,HOLY
home,HOME
home_work,HOMEWORK
homework,HOMEWORK
honest,HONEST
honey_dear,HONEY_DEAR
honeymoon,HONEYMOON
honor,HONOR
hope,HOPE
horse,HORSE
horse_icl_s_holding_moving_pole_,HORSE_HOLDING_MOVING_POLE
horse_ride_on,HORSE_RIDE_ON
hospital,HOSPITAL
hot,HOT
hot_spicy,HOT_SPICY
hotel,HOTEL
hour,HOUR
house,HOUSE
house__p_pay,HOUSE_P_PAY
how,HOW
how_many_many,HOW_MANY_MANY
hug,HUG
humble,HUMBLE
hundred,HUNDRED
hungry_wish,HUNGRY_WISH
hunting,HUNT
hurricane,HURRICANE
hurry,HURRY
hurt,HURT
husband,HUSBAND
hypocrite,HYPOCRITE
i,I
i_love_you,I_LOVE_YOU
ice_cream,ICE_CREAM
ice_skate,ICE_SKATE
icl_c_pouring_over_,POURING_OVER
icl_f_peeling_paint_,PEELING_PAINT
icl_peeling_an_orange_,PEELING_AN_ORANGE
icl_peeling_skin_,PEELING_SKIN
icl_peeling_with_knife_,PEELING_WITH_KNIFE
icl_s_handling_something_long_and_narrow_,HANDLING_SOMETHING_LONG_AND_NARROW
icl_shaking_out_,SHAKING_OUT
icl_squeezing_small_object_,SQUEEZING_SMALL_OBJECT
idea,IDEA
identification,IDENTIFICATION
identify,IDENTIFY
if,IF
ignition_off,IGNITION_OFF
ignition_on,IGNITION_ON
ignore,IGNORE
illegal,ILLEGAL
imagine,IMAGINE
immature,IMMATURE
important,IMPORTANT
impossible,IMPOSSIBLE
impress_1p,IMPRESS
impress_memory,IMPRESS_MEMORY
improve_a_lot,IMPROVE_A_LOT
in,IN
in_five_years,IN_FIVE_YEAR
in_four_years,IN_FOUR_YEAR
in_three_years,IN_THREE_YEAR
include_involve,INCLUDE_INVOLVE
incompetent,INCOMPETENT
increase,INCREASE
independent,INDEPENDENT
individual,INDIVIDUAL
industry,INDUSTRY
inflate,INFLATE
inform,INFORM
inject,INJECT
innocent,INNOCENT
inspire,INSPIRE
instead,INSTEAD
institute,INSTITUTE
insult,INSULT
insurance_infection,INSURANCE_INFECTION
intercourse,INTERCOURS
interesting,INTERESTING
international,INTERNATIONAL
internet,INTERNET
interpret,INTERPRET
interpret__agent,INTERPRET_AGENT
interrupt,INTERRUPT
interview,INTERVIEW
introduce,INTRODUCE
invest,INVEST
invite_hire,INVITE_HIRE
iron_clothes,IRON_CLOTH
island_interest,ISLAND_INTEREST
isolated,ISOLATE
ix_1p,IX
ix_2p_pl_arc,IX_2P_PL_ARC
ix_honorific_i,IX_HONORIFIC
ix_i,IX_I
j,J
jack_o_lantern,JACK_O_LANTERN
jaw,JAW
jealous,JEALOUS
jelly,JELLY
jellyfish,JELLYFISH
jewelry,JEWELRY
jewish,JEWISH
join,JOIN
judge,JUDGE
juggle,JUGGLE
jump,JUMP
jump_forward,JUMP_FORWARD
jumprope,JUMP_ROPE
junior,JUNIOR
junior_2,JUNIOR
junior_3,JUNIOR
k,K
kangaroo,KANGAROO
karate,KARATE
keep,KEEP
keep_in_mind,KEEP_IN_MIND
ketchup,KETCHUP
key,KEY
kick,KICK
kick_off,KICK_OFF
kid,KID
kidney,KIDNEY
kill,KILL
kind,KIND
kindergarten,KINDERGARTEN
king,KING
king_area_2,KING_AREA
kiss,KISS
kite,KITE
kneel,KNEEL
kneeling,KNEEL
knife,KNIFE
knock,KNOCK
know,KNOW
know__1h_neg,KNOW_NEG
know__that,KNOW_THAT
know_nothing,KNOW_NOTHING
know_that,KNOW_THAT
l,L
label,LABEL
lacrosse,LACROSSE
ladder,LADDER
laid_up,LAID_UP
language,LANGUAGE
lantern,LANTERN
lap,LAP
laptop,LAPTOP
last,LAST
last_week,LAST_WEEK
latch,LATCH
late,LATE
later,LATER
later_2,LATER
laugh,LAUGH
law,LAW
law_agent,LAW_AGENT
lazy,LAZY
lcl_b_l_receive_from_heaven__book,RECEIVE_FROM_HEAVEN_BOOK
lcl_path_turn_around_,PATH_TURN_AROUND
lead,LEAD
lead_agent,LEAD_AGENT
leaf,LEAF
leak,LEAK
learn,LEARN
learn_agent,LEARN_AGENT
leather,LEATHER
leave,LEAVE
leave_there,LEAVE_THERE
lecture,LECTURE
left,LEFT
left_arm,LEFT_ARM
leg,LEG
legal_right,LEGAL_RIGHT
legislature,LEGISLATURE
lemon,LEMON
lend,LEND
lesbian,LESBIAN
less,LESS
less_than,LESS_THAN
letter_mail,LETTER_MAIL
library,LIBRARY
library_agent,LIBRARY_AGENT
license,LICENSE
lick,LICK
lid,LID
lie,LIE
lie_down,LIE_DOWN
lift,LIFT
light,LIGHT
light_flash,LIGHT_FLASH
light_house,LIGHT_HOUSE
light_light_on,LIGHT_LIGHT_ON
light_light_out,LIGHT_LIGHT_OUT
light_match,LIGHT_MATCH
light_weight,LIGHT_WEIGHT
lighthouse,LIGHTHOUSE
lightning,LIGHTNING
like,LIKE
like__1h_neg,LIKE_NEG
limit,LIMIT
line,LINE
line_up,LINE_UP
lined_paper,LINED_PAPER
linguistics,LINGUISTIC
lion,LION
lip_mouth,LIP_MOUTH
lipread,LIPREAD
lipstick,LIPSTICK
list,LIST
list_do_do,LIST_DO_DO
list_order_ix,LIST_ORDER
list_order_middle,LIST_ORDER_MIDDLE
list_order_pinky,LIST_ORDER_PINKY
list_order_ring,LIST_ORDER_RING
list_order_thumb,LIST_ORDER_THUMB
little,SMALL
little_bit,LITTLE_BIT
live,LIVE
lobster,LOBSTER
local,LOCAL
lock,LOCK
lollipop,LOLLIPOP
lonely,LONELY
long,LONG
long_ago,LONG_AGO
long_sleeve,LONG_SLEEVE
look,LOOK
look_by_eye,LOOK_BY_EYE
loose,LOOSE
lord,LORD
lord_god,LORD_GOD
lose,LOSE
lose_competition,LOSE_COMPETITION
lose_weight,LOSE_WEIGHT
lotion,LOTION
loudspeaker,LOUDSPEAKER
lousy,LOUSY
low,LOW
lowercase_tiny,LOWERCASE_TINY
lucky,LUCKY
lunch,LUNCH
lungs,LUNG
lutheran,LUTHERAN
lutheran__agent,LUTHERAN_AGENT
m,M
machine,MACHINE
mad,MAD
magazine,MAGAZINE
magic,MAGIC
magnet,MAGNET
magnet_2,MAGNET
magnet_3,MAGNET
major,MAJOR
make,MAKE
make_bubbles,MAKE_BUBBLE
male_cousin,MALE_COUSIN
man,MAN
man_2,MAN
manage_control,MANAGE_CONTROL
manage_control_agent,MANAGE_CONTROL_AGENT
many,MANY
marching,MARCH
marijuana,MARIJUANA
marionette,MARIONETT
marry,MARRY
mask,MASK
match,MATCH
material,MATERIAL
math,MATH
maximum,MAXIMUM
maybe,MAYBE
measles,MEASLE
meat,MEAT
medical_patient,MEDICAL_PATIENT
medicine,MEDICINE
meditate,MEDITATE
meet,MEET
meeting,MEETING
melon_pumpkin,MELON_PUMPKIN
melt_solve,MELT_SOLVE
member,MEMBER
memorize,MEMORIZE
menstruate,MENSTRUATE
mental_scar,MENTAL_SCAR
mentally_retarded,MENTALLY_RETARD
merge_mainstream,MERGE_MAINSTREAM
messed_up,MESSED_UP
metal,METAL
method,METHOD
microphone,MICROPHONE
microwave,MICROWAVE
middle,MIDDLE
middle_west,MIDDLE_WEST
midnight,MIDNIGHT
military,MILITARY
milk,MILK
milk_cow,MILK_COW
million,MILLION
million_2_agent,MILLION_AGENT
million_agent,MILLION_AGENT
mind,MIND
mind_blow_up,MIND_BLOW_UP
mind_off_course,MIND_OFF_COURSE
minor,MINOR
minute,MINUTE
mirror,MIRROR
miscommunicate,MISCOMMUNICATE
miss_assume,MISS_ASSUME
mistake,MISTAKE
misunderstand,MISUNDERSTAND
mix_up,MIX_UP
mold,MOLD
monday,MONDAY
money,MONEY
money__trade,MONEY_TRADE
monkey,MONKEY
mooch,MOOCH
moon,MOON
moose,MOOSE
mop,MOP
more,MORE
more_than,MORE_THAN
morning,MORNING
mosque,MOSQUE
mosquito,MOSQUITO
most,MOST
mother,MOTHER
mother_father,MOTHER_FATHER
mother_law,MOTHER_LAW
motivate,MOTIVATE
motivate__agent,MOTIVATE_AGENT
motor,MOTOR
motorcycle,MOTORCYCLE
mountain,MOUNTAIN
mouse_fiction,MOUSE_FICTION
move,MOVE
move_around,MOVE_AROUND
move_away,MOVE_AWAY
movie,MOVIE
movie_square,MOVIE_SQUARE
mow,MOW
mumps,MUMP
museum,MUSEUM
music,MUSIC
music__agent,MUSIC_AGENT
music__group_together,MUSIC_GROUP_TOGETHER
music_record,MUSIC_RECORD
muslim,MUSLIM
must,MUST
mustache,MUSTACHE
mystery,MYSTERY
n,N
nab,NAB
naked,NAKED
name,NAME
napkin,NAPKIN
narrow_street,NARROW_STREET
native,NATIVE
navy,NAVY
near,CLOSE
neat,NEAT
neck,NECK
necklace,NECKLACE
necktie,NECKTIE
negative,NEGATIVE
nephew,NEPHEW
nerve_vein,NERVE_VEIN
nervous,NERVOUS
nervy,NERVY
net,NET
neutral,NEUTRAL
never,NEVER
new,NEW
new_testament,NEW_TESTAMENT
next,NEXT
next_agent,NEXT_AGENT
next_to,NEXT_TO
next_week_2,NEXT_WEEK
next_year,NEXT_YEAR
nibble,NIBBLE
nice_clean,NICE_CLEAN
niece,NIECE
night,NIGHT
nine,NINE
nine_hour,NINE_HOUR
nine_months,NINE_MONTH
nine_weeks,NINE_WEEK
nineteen,NINETEEN
ninety_eight,NINETY_EIGHT
ninety_nine,NINETY_NINE
ninety_seven,NINETY_SEVEN
ninth,NINE
nipples,NIPPLE
no_problem,NO_PROBLEM
noise,NOISE
noise_rumble,NOISE_RUMBLE
none,NONE
noon,NOON
north,NORTH
nose,NOSE
nose_opposite,NOSE_OPPOSITE
not,NOT
not_care,NOT_CARE
not_mind,NOT_MIND
not_my_problem,NOT_MY_PROBLEM
not_satisfied,NOT_SATISFIED
not_yet,NOT_YET
nothing,NOTHING
nothing_at_all,NOTHING_AT_ALL
notice,NOTICE
now,NOW
now__d_day,NOW_D_DAY
ns__fla,FLA
ns__hi,HI
ns__kc,KC
ns__la,LA
ns__sd,SD
ns__sf,SF
ns__us,US
ns_africa,AFRICA
ns_africa_ns_america_agent,AFRICA_AMERICA_AGENT
ns_america,AMERICA
ns_america_sign_language,AMERICA_SIGN_LANGUAGE
ns_american_indian,AMERICAN_INDIAN
ns_arizona,ARIZONA
ns_asia,ASIA
ns_athens,ATHEN
ns_atlanta,ATLANTA
ns_australia,AUSTRALIA
ns_baltimore,BALTIMORE
ns_bangladesh,BANGLADESH
ns_belgium,BELGIUM
ns_boston,BOSTON
ns_britain,BRITAIN
ns_bulgaria,BULGARIA
ns_burger_king,BURGER_KING
ns_central_america,CENTRAL_AMERICA
ns_charlotte,CHARLOTTE
ns_chicago,CHICAGO
ns_china,CHINA
ns_coke,COKE
ns_color_fs_do,COLOR_D+O
ns_colorado,COLORADO
ns_colorado_2,COLORADO
ns_columbia,COLUMBIA
ns_costa_rica,COSTA_RICA
ns_dallas,DALLAS
ns_detroit,DETROIT
ns_ecuador,ECUADOR
ns_egypt,EGYPT
ns_el_salvador,EL_SALVADOR
ns_england_english,ENGLAND_ENGLISH
ns_europe,EUROPE
ns_fort_worth,FORT_WORTH
ns_fort_worth_dallas,FORT_WORTH_DALLAS
ns_france,FRANCE
ns_fs_beijing,B+E+IJ+I+N+G
ns_fs_chile,C+H+I+L+E
ns_fs_coke,C+O+K+E
ns_fs_dallas,D+A+L+L+A+S
ns_fs_jordan,J+O+R+D+A+N
ns_gallaudet,GALLAUDET
ns_germany,GERMANY
ns_golden_arches,GOLDEN_ARCH
ns_greece,GREECE
ns_greece_2,GREECE
ns_hawaii,HAWAII
ns_hollywood,HOLLYWOOD
ns_houston,HOUSTON
ns_hungary,HUNGARY
ns_india,INDIA
ns_iraq,IRAQ
ns_ireland,IRELAND
ns_island_haiti,ISLAND_HAITI
ns_israel,ISRAEL
ns_italy,ITALY
ns_jesus,JESUS
ns_jesus_agent,JESUS_AGENT
ns_jesus_book,JESUS_BOOK
ns_lincoln,LINCOLN
ns_london,LONDON
ns_maine,MAINE
ns_mcdonald,MCDONALD
ns_mexico_spain,MEXICO_SPAIN
ns_miami,MIAMI
ns_mickey_mouse,MICKEY_MOUSE
ns_montana,MONTANA
ns_moses,MOSE
ns_nat_amsterdam,AMSTERDAM
ns_nat_australia,AUSTRALIA
ns_nat_austria,AUSTRIA
ns_nat_beijing,BEIJING
ns_nat_bolivia,BOLIVIA
ns_nat_bombay,BOMBAY
ns_nat_brazil,BRAZIL
ns_nat_canada,CANADA
ns_nat_chile,CHILE
ns_nat_china,CHINA
ns_nat_cuba,CUBA
ns_nat_denmark,DENMARK
ns_nat_dominican_republic,DOMINICAN_REPUBLIC
ns_nat_dublin,DUBLIN
ns_nat_finland,FINLAND
ns_nat_germany,GERMANY
ns_nat_greece,GREECE
ns_nat_guatemala,GUATEMALA
ns_nat_hamburg,HAMBURG
ns_nat_hong_kong,HONG_KONG
ns_nat_hungary,HUNGARY
ns_nat_indonesia,INDONESIA
ns_nat_istanbul,ISTANBUL
ns_nat_italy,ITALY
ns_nat_jamaica,JAMAICA
ns_nat_japan,JAPAN
ns_nat_jerusalem,JERUSALEM
ns_nat_jordan,JORDAN
ns_nat_korea,KOREA
ns_nat_lebanon,LEBANON
ns_nat_malaysia,MALAYSIA
ns_nat_mexico,MEXICO
ns_nat_milan,MILAN
ns_nat_netherlands,NETHERLANDS
ns_nat_pakistan,PAKISTAN
ns_nat_poland,POLAND
ns_nat_russia,RUSSIA
ns_nat_shanghai,SHANGHAI
ns_nat_spain,SPAIN
ns_nat_sri_lanka,SRI_LANKA
ns_nat_thailand,THAILAND
ns_nat_trinidad_and_tobago,TRINIDAD_AND_TOBAGO
ns_netherlands,NETHERLAND
ns_new_orleans,NEW_ORLEAN
ns_new_york,NEW_YORK
ns_nigeria,NIGERIA
ns_north_america,NORTH_AMERICA
ns_paris,PARIS
ns_pepsi,PEPSI
ns_philadelphia,PHILADELPHIA
ns_pinocchio,PINOCCHIO
ns_pittsburgh,PITTSBURGH
ns_portugal,PORTUGAL
ns_portugal_2,PORTUGAL
ns_puerto_rico,PUERTO_RICO
ns_puerto_rico_2,PUERTO_RICO
ns_quebec,QUEBEC
ns_richmond,RICHMOND
ns_russia,RUSSIA
ns_santa_claus,SANTA_CLAUS
ns_scotland,SCOTLAND
ns_singapore,SINGAPORE
ns_sweden,SWEDEN
ns_switzerland,SWITZERLAND
ns_texas,TEXAS
ns_vietnam,VIETNAM
ns_washington,WASHINGTON
ns_washington_fs_dc,WASHINGTON_D+C
number,NUMBER
nun,NUN
nurse,NURSE
nut,NUT
o,O
obese,OBESE
obscure,OBSCURE
ocean,OCEAN
octopus,OCTOPUS
of_course,OF_COURSE
off,OFF
office,OFFICE
often,OFTEN
oh_i_see,OH_I_SEE
oil,OIL
old,OLD
old_less_than,OLD_LESS_THAN
on,ON
once,ONCE
once_in_a_while,ONCE_IN_A_WHILE
one,ONE
one_fourth,ONE_FOURTH
one_hundred,ONE_HUNDRED
one_million,ONE_MILLION
one_month,ONE_MONTH
one_more,ONE_MORE
one_night_stand,ONE_NIGHT_STAND
one_third,ONE_THIRD
one_thousand,ONE_THOUSAND
one_week,ONE_WEEK
onion,ONION
open,OPEN
open_door,OPEN_DOOR
open_window,OPEN_WINDOW
opinion,OPINION
opportunity,OPPORTUNITY
opposite,OPPOSITE
opposite_agent,OPPOSITE_AGENT
option,OPTION
orange,ORANGE
orbit,ORBIT
order,ORDER
organ_music,ORGAN_MUSIC
organization,ORGANIZATION
orthodox,ORTHODOX
other,OTHER
out,OUT
over_after,OVER_AFTER
overflow,OVERFLOW
overhead_projector,OVERHEAD_PROJECTOR
overlook,OVERLOOK
overwhelmed,OVERWHELM
owl,OWL
p,P
pack,PACK
paddle_canoe,PADDLE_CANO
pager,PAGER
paint,PAINT
paint_agent,PAINT_AGENT
pancake,PANCAKE
pants,PANT
paper,PAPER
paper__clip,PAPER_CLIP
paper__square,PAPER_SQUARE
paper_check_card,PAPER_CHECK_CARD
parachute,PARACHUTE
paragraph,PARAGRAPH
parallel,PARALLEL
parentheses,PARENTHESES
park,PARK
park__drop_coins,PARK_DROP_COIN
parliament,PARLIAMENT
party,PARTY
pass,PASS
pass_down,PASS_DOWN
pass_out,PASS_OUT
past,PAST
past_night,PAST_NIGHT
past_year,PAST_YEAR
pat_on_back,PAT_ON_BACK
patient,PATIENT
patronize_frequent,PATRONIZE_FREQUENT
pay,PAY
pay__finish,PAY_FINISH
pay_attention,PAY_ATTENTION
pay_in_full,PAY_IN_FULL
pcl_5_c_l_crowd_,CROWD
pcl_5_coming_in_,COMING_IN
pea_brain,PEA_BRAIN
peach,PEACH
peak_mountain,PEAK_MOUNTAIN
pear,PEAR
peas,PEA
peek_around,PEEK_AROUND
pencil,PENCIL
penguin,PENGUIN
people,PEOPLE
people_audience,PEOPLE_AUDIENCE
perceive,PERCEIVE
percent,PERCENT
perfect,PERFECT
perfume,PERFUME
period,PERIOD
period_on_page,PERIOD_ON_PAGE
permit,PERMIT
person,PERSON
personality,PERSONALITY
perspective,PERSPECTIVE
pet_spoiled,PET_SPOILED
phone,PHONE
phone_push_buttons,PHONE_PUSH_BUTTON
physical,PHYSICAL
physics,PHYSICS
piano,PIANO
pick_choose,PICK_CHOOSE
pickle,PICKLE
picnic,PICNIC
picture,PICTURE
pie,PIE
pig,PIG
pilgrim,PILGRIM
pillow,PILLOW
pimples,PIMPLE
pin,PIN
pineapple,PINEAPPLE
ping_pong_tennis,PING_PONG_TENNIS
pink,PINK
pipe,PIPE
pirate,PIRATE
piss_off,PISS_OFF
pitch_a_ball,PITCH_A_BALL
pitcher,PITCHER
pitcher_2,PITCHER
pity,PITY
pizza,PIZZA
pizza_2,PIZZA
pizza_3,PIZZA
place,PLACE
plan,PLAN
plant_seeds,PLANT_SEED
plastic,PLASTIC
play,PLAY
play_agent,PLAY_AGENT
play_around,PLAY_AROUND
play_ground,PLAY_GROUND
please__1h_enjoy,PLEASE_ENJOY
plenty,PLENTY
plug,PLUG
plus,PLUS
pneumonia,PNEUMONIA
pocket,POCKET
poem,POEM
poetry,POETRY
point_to,POINT_TO
poke,POKE
policy,POLICY
polite,POLITE
politics,POLITICS
ponder,PONDER
poor,POOR
pop_cork,POP_CORK
pop_up,POP_UP
popcorn,POPCORN
pope,POPE
poss__i,POSS
poss_1p,POSS
poss_2p,POSS
poster,POSTER
postpone,POSTPONE
potato,POTATO
pound_weigh,POUND_WEIGH
pour,POUR
power,POWER
powerful,POWERFUL
practice,PRACTICE
pray,PRAY
preach,PREACH
preach__agent,PREACH_AGENT
predict,PREDICT
predict_agent,PREDICT_AGENT
pregnant,PREGNANT
presbyterian,PRESBYTERIAN
president,PRESIDENT
press_buttons,PRESS_BUTTON
pressure,PRESSURE
prevent,PREVENT
price,PRICE
priest,PRIEST
prince,PRINCE
princess,PRINCESS
principal,PRINCIPAL
print,PRINT
print_agent,PRINT_AGENT
priority,PRIORITY
prison,PRISON
prison__agent,PRISON_AGENT
prize_drawing,PRIZE_DRAWING
problem,PROBLEM
proceed,PROCEED
program,PROGRAM
progress,PROGRESS
project,PROJECT
promiscuous,PROMISCUOUS
promise,PROMISE
proportion,PROPORTION
protest,PROTEST
protestant,PROTESTANT
proud,PROUD
prove,PROVE
psychiatry,PSYCHIATRY
psychiatry__agent,PSYCHIATRY_AGENT
psychology,PSYCHOLOGY
psychology__agent,PSYCHOLOGY_AGENT
puff_smoke,PUFF_SMOKE
pull,PULL
pulsate,PULSATE
pumps,PUMP
punch,PUNCH
punish,PUNISH
puppet,PUPPET
purple,PURPLE
purse,PURSE
push,PUSH
put,PUT
put_on_gloves,PUT_ON_GLOVE
put_on_hearing_aid,PUT_ON_HEARING_AID
put_on_ring,PUT_ON_RING
puzzle_push_buttons,PUZZLE_PUSH_BUTTON
q,Q
q_tip,Q_TIP
qmwg,QMWG
quadruple,QUADRUPLE
queen,QUEEN
question,QUESTION
quiet,QUIET
quintuple,QUINTUPLE
quit,QUIT
quote_topic,QUOTE_TOPIC
r,R
rabbi,RABBI
rabbi_2,RABBI
rabbit,RABBIT
raccoon,RACCOON
radio,RADIO
rain,RAIN
rainbow,RAINBOW
rake,RAKE
ram,RAM
rat,RAT
rattle,RATTLE
read,READ
ready,READY
really,REALLY
really_nice_clean,REALLY_NICE_CLEAN
really_poss_i,REALLY
reason,REASON
recent_past,RECENT_PAST
recline_rocking_chair,RECLINE_ROCKING_CHAIR
record,RECORD
record_break_record,RECORD_BREAK_RECORD
recycle,RECYCLE
red,RED
red_black_checkers,RED_BLACK_CHECKER
red_blood,RED_BLOOD
red_blush,RED_BLUSH
red_dcl_face_,RED_FACE
red_fs_berry,RED_B+E+R+R+Y
red_slice,RED_SLICE
reduce,REDUCE
refer,REFER
reflect,REFLECT
refuse,DENY
register,REGISTER
regular,REGULAR
reins,REIN
reject,REJECT
relationship,RELATIONSHIP
relationship_off,RELATIONSHIP_OFF
relative,RELATIVE
relay_operator,RELAY_OPERATOR
religion,RELIGION
remember,REMEMBER
remind,REMIND
remind_2p,REMIND
remove,REMOVE
renovation__agent,RENOVATION_AGENT
repair,REPAIR
replace,REPLACE
report,REPORT
report_agent,REPORT_AGENT
republican,REPUBLICAN
request,REQUEST
require,REQUIRE
research,RESEARCH
respect,RESPECT
responsibility,RESPONSIBILITY
rest,REST
restaurant,RESTAURANT
restless,RESTLESS
result,RESULT
retire,RETIRE
revenge,REVENGE
review,REVIEW
rib,RIB
ribs,RIB
rich,RICH
ride,RIDE
ride_on,RIDE_ON
rifle,RIFLE
right,RIGHT
ring,RING
rip,RIP
river,RIVER
road,ROAD
rock,ROCK
rocket,ROCKET
roller_blade,ROLLER_BLADE
roller_skate,ROLLER_SKATE
rolling,ROLL
roommate,ROOMMATE
rooster,ROOSTER
rope,ROPE
rough,ROUGH
rowing,ROWING
royal,ROYAL
rub,RUB
rubber,RUBBER
rude,RUDE
ruin,RUIN
rule,RULE
run,RUN
run_machine,RUN_MACHINE
run_out,RUN_OUT
runny_nose,RUNNY_NOSE
s,S
sad,SAD
safe,SAFE
safe_2_agent,SAFE_AGENT
safe_agent,SAFE_AGENT
sailboat,SAILBOAT
salad,SALAD
salt,SALT
same,SAME
same_old,SAME_OLD
same_time,SAME_TIME
sandwich,SANDWICH
sarcasm,SARCASM
satisfied,SATISFY
saturday,SATURDAY
sauce,SAUCE
sausage_hot_dog,SAUSAGE_HOT_DOG
save,SAVE
save_money,SAVE_MONEY
saw,SAW
say,SAY
scarf,SCARF
schedule,SCHEDULE
school,SCHOOL
science,SCIENCE
science_agent,SCIENCE_AGENT
scl_3_vehicle___dcl_1_speedometer_,VEHICLE_SPEEDOMETER
scl_f_small_circle_,SMALL_CIRCLE
scl_v_person_falling_forward_,PERSON_FALLING_FORWARD
scl_v_person_falling_in_place_,PERSON_FALLING_IN_PLACE
scl_v_person_rolling_around_,PERSON_ROLLING_AROUND
scl_v_person_walking_,PERSON_WALKING
scl_v_person_walking_up_ladder_,PERSON_WALKING_UP_LADDER
scold,SCOLD
scooter,SCOOTER
scout,SCOUT
scrape,SCRAPE
scream,SCREAM
screen_filter,SCREEN_FILTER
screen_filter__window,SCREEN_FILTER_WINDOW
screwdriver,SCREWDRIVER
scuba,SCUBA
search_for,SEARCH_FOR
seat_belt,SEAT_BELT
second,SECOND
second_in_list_2,SECOND_IN_LIST
second_of_time,SECOND_OF_TIME
second_place,SECOND_PLACE
secret,SECRET
secret_hide,SECRET_HIDE
secretary,SECRETARY
see,SEE
see_saw,SEE_SAW
see_see,SEE_SEE
seem,SEEM
self__i,SELF
self_1p,SELF
self_2p,SELF
sell,SELL
semester,SEMESTER
senate,SENATE
send,SEND
send_mail,SEND_MAIL
senior,SENIOR
senior_citizen,SENIOR_CITIZEN
sensitive,SENSITIVE
sentence,SENTENCE
separate,SEPARATE
serious,SERIOUS
service,SERVICE
service_agent,SERVICE_AGENT
set_up,SET_UP
seven,SEVEN
seven_hour,SEVEN_HOUR
seven_hours,SEVEN_HOUR
seven_months,SEVEN_MONTH
seven_weeks,SEVEN_WEEK
seventeen,SEVENTEEN
seventh,SEVEN
seventy_eight,SEVENTY_EIGHT
seventy_nine,SEVENTY_NIN
seventy_seven,SEVENTY_SEVEN
seventy_six,SEVENTY_SIX
sew,SEW
sex_gender,SEX_GENDER
shake_by_hands,SHAKE_BY_HAND
shame,SHAME
shampoo,SHAMPOO
shape_statue,SHAPE_STATUE
sharp,SHARP
shave,SHAVE
shears_shave,SHEARS_SHAVE
sheep,SHEEP
sheet_cake,SHEET_CAKE
shelf_floor,SHELF_FLOOR
shh_confidential,SHH_CONFIDENTIAL
shine,SHINE
ship,SHIP
shoe,SHOE
shoe_half_limb,SHOE_HALF_LIMB
shoe_heel,SHOE_HEEL
shoot,SHOOT
shoot_arrow,SHOOT_ARROW
shore,SHORE
short,SHORT
short_height,SHORT_HEIGHT
short_sleeve,SHORT_SLEEVE
shorts,SHORT
should,SHOULD
shovel_dig,SHOVEL_DIG
show,SHOW
show_agent,SHOW_AGENT
shower,SHOWER
shut,SHUT
shut_up,SHUT_UP
shy,SHY
sick,SICK
sick_silly,SICK_SILLY
side,SIDE
sign,SIGN
sign_language,SIGN_LANGUAGE
signature,SIGNATURE
silly,SILLY
silver,SILVER
simmer,SIMMER
simple,SIMPLE
sister,SISTER
sit,SIT
sit__dcl_crvd_b_couch_shaped_object_,SIT_COUCH_SHAPED_OBJECT
situation,SITUATION
six,SIX
six_dollars,SIX_DOLLAR
six_hour,SIX_HOUR
six_hours,SIX_HOUR
six_months,SIX_MONTH
six_weeks,SIX_WEEK
sixteen,SIXTEEN
sixth,SIX
sixty_eight,SIXTY_EIGHT
sixty_nine,SIXTY_NIN
sixty_seven,SIXTY_SEVEN
sixty_six,SIXTY_SIX
size,SIZE
ski,SKI
skill,SKILL
skin,SKIN
skirt,SKIRT
skunk,SKUNK
sky,SKY
skyscraper,SKYSCRAPER
slave,SLAVE
sleep,SLEEP
sleep_dress_clothes,SLEEP_DRESS_CLOTH
slice,SLICE
sliding_doors,SLIDING_DOOR
slim,SLIM
slipper,SLIPPER
