ID	Meaning (Chinese)
1961	警备（卫戍）
1962	空军
1963	陆军
1964	埋伏
1965	挑战
1966	突击
1967	突围
1968	卧倒
1969	行军
1970	袖章
1971	巡逻
1972	退伍
1973	军衔
1974	缴获
1975	警备（卫戍）
1976	警督
1977	警监
1978	战斗
1979	战略
1980	演习
1981	战士
1982	战役
1983	站岗
1984	警督
1985	阵地
1986	阻击
1987	阵地
1988	罪犯
1989	袭击
1990	部队
1991	解放军
1992	游击队
1993	民兵
1994	军衔
1995	元帅
1996	将军
1997	校
1998	尉
1999	士
2000	统帅（名词）
2001	军
2002	师
2003	旅
2004	团
2005	营
2006	连
2007	排
2008	班
2009	士兵
2010	队伍
2011	哨兵
2012	司令
2013	仪仗队
2014	武器
2015	装备
2016	原子弹
2017	导弹
2018	氢弹
2019	炸弹
2020	手榴弹
2021	火箭
2022	大炮
2023	地雷
2024	手枪
2025	步枪
2026	机枪
2027	坦克
2028	潜艇
2029	雷达
2030	望远镜
2031	刺刀
2032	子弹
2033	弓箭
2034	航空母舰
2035	降落伞
2036	武装
2037	鱼雷
2038	装甲车
2039	民族
2040	汉族
2041	蒙族
2042	满族
2043	藏族
2044	回族
2045	苗族
2046	壮族
2047	维吾尔族
2048	阿昌族
2049	布朗族
2050	朝鲜族
2051	达翰尔族
2052	傣族
2053	德昂族
2054	侗族
2055	俄罗斯族
2056	鄂伦春族
2057	鄂温克族
2058	仡佬族
2059	哈尼族
2060	哈萨克族
2061	赫哲族
2062	基诺族
2063	京族
2064	景颇族
2065	柯尔克孜族
2066	拉祜族
2067	黎族
2068	傈僳族
2069	珞巴族
2070	仫佬族
2071	纳西族
2072	普米族
2073	羌族
2074	撒拉族
2075	畲族
2076	塔塔尔族
2077	塔吉克族
2078	乌孜别克族
2079	锡伯族
2080	瑶族
2081	彝族
2082	裕固族
2083	种族
2084	宗教
2085	信仰
2086	灵魂
2087	祈祷
2088	佛教（和尚）
2089	道教（道士）
2090	回教（伊斯兰教）
2091	基督教（天主教）
2092	尼姑
2093	庙宇
2094	教堂
2095	宝塔
2096	保佑
2097	忏悔
2098	地狱
2099	跪拜
2100	祭祀
2101	教徒
2102	喇嘛
2103	穆斯林
2104	菩萨
2105	上帝
2106	神父
2107	神仙（神）
2108	算命
2109	天堂
2110	洗礼
2111	信徒
2112	殉葬
2113	主教
2114	历史
2115	原始
2116	氏族
2117	部落
2118	公社
2119	封建
2120	割据
2121	兼并
2122	变法
2123	同化
2124	考古
2125	猿人
2126	化石
2127	甲骨
2128	遗址
2129	墓葬
2130	碑
2131	坟墓
2132	汉朝
2133	宦官（太监）
2134	晋朝
2135	圣旨
2136	秦朝
2137	蜀
2138	宋朝
2139	隋朝
2140	唐朝
2141	炎黄
2142	宰相（丞相）
2143	经济
2144	财政
2145	贸易
2146	财务
2147	统计
2148	建设
2149	金融
2150	银行
2151	海关
2152	股票
2153	债票（债券）
2154	储蓄
2155	借款（贷款、借钱）
2156	利息
2157	外汇
2158	汇率
2159	兑现
2160	挂失
2161	国库
2162	税收
2163	商业
2164	商店
2165	商标
2166	商品
2167	市场
2168	集市
2169	摊贩
2170	经营
2171	管理
2172	营业
2173	资本
2174	利润
2175	规划
2176	计划
2177	指标
2178	预算
2179	投资
2180	业务
2181	合同
2182	承包
2183	价值
2184	价格（多少钱）
2185	议价
2186	信息
2187	保险
2188	货物（东西）
2189	物资
2190	资源
2191	百货
2192	输出
2193	输入
2194	收入
2195	支出
2196	批发
2197	零售
2198	买
2199	卖
2200	便宜
2201	昂贵
2202	征购
2203	交售
2204	交换
2205	供应
2206	调剂
2207	转让
2208	消费
2209	积累
2210	分配
2211	报酬（佣金）
2212	待遇
2213	收条
2214	借条
2215	发票（收据）
2216	报销
2217	工资
2218	奖金
2219	人民币
2220	元（人民币）
2221	角（人民币）
2222	分（人民币）
2223	挪用
2224	侵吞
2225	亏损
2226	损失
2227	赔偿
2228	停滞
2229	破产
2230	淘汰
2231	倒闭
2232	保值
2233	贬值
2234	标价
2235	补贴
2236	补偿
2237	财产
2238	裁减
2239	差额
2240	成本
2241	成批（批量）
2242	成交
2243	赤字
2244	储存
2245	储备
2246	创汇
2247	存折
2248	代理
2249	单据
2250	单价
2251	担保
2252	抵押
2253	典当
2254	跌价（降价
2255	发财
2256	法郎
2257	贩运
2258	浮动
2259	负债（欠债）
2260	港币
2261	高档
2262	股东
2263	股份
2264	股息
2265	柜台
2266	合营
2267	合资
2268	还债
2269	回扣
2270	毁约
2271	积压
2272	集资
2273	记帐
2274	计酬
2275	假冒
2276	交易
2277	节余
2278	结算（结帐）
2279	借债
2280	金额
2281	经费
2282	经销
2283	利率
2284	流通
2285	垄断
2286	卢布
2287	马克
2288	毛利
2289	美元
2290	名牌
2291	逆差
2292	钱（贷币）
2293	抢购
2294	倾销
2295	日元
2296	赊欠
2297	审计
2298	升值（增值）
2299	实惠
2300	收益
2301	赎
2302	税款
2303	顺差
2304	损耗
2305	摊派
2306	提成
2307	投标
2308	投机（钻空子）
2309	投产
2310	脱销
2311	物价
2312	信贷
2313	押金
2314	英镑
2315	盈利
2316	优惠
2317	帐户（户头）
2318	账（账目）
2319	招标
2320	折旧
2321	证券
2322	支票
2323	执照
2324	周转
2325	注册
2326	注销
2327	赚
2328	资金
2329	资助(赞助
2330	租
2331	租出
2332	工业
2333	行业
2334	机械（机器）
2335	冶金（冶炼）
2336	铸造
2337	模型
2338	翻砂
2339	采矿
2340	能源
2341	锻压
2342	轧钢
2343	造纸
2344	纺织
2345	印染
2346	皮革
2347	搪瓷
2348	喷漆
2349	焊接
2350	电镀
2351	企业
2352	公司
2353	工厂
2354	车间
2355	仓库
2356	生产
2357	产品
2358	成品
2359	次品
2360	废品
2361	超产
2362	潜力
2363	产值
2364	产量
2365	数量（多少）
2366	定量（定额）
2367	节约
2368	浪费
2369	消耗
2370	加工
2371	返工
2372	误工
2373	矿工（动词）
2374	工艺
2375	工序
2376	操作
2377	设计
2378	制图
2379	描图
2380	试制
2381	复制
2382	鉴定
2383	包装
2384	故障
2385	事故
2386	误差
2387	检修
2388	维修
2389	修理
2390	切削
2391	调度
2392	配套
2393	保管
2394	引进
2395	遥控
2396	润滑
2397	设备
2398	工具
2399	通用
2400	专用
2401	车床
2402	磨床
2403	刨床
2404	冲床
2405	钻
2406	锯床
2407	天车
2408	吊车
2409	铲车（叉车）
2410	电动机（马达）
2411	抬钻
2412	台钳
2413	零件
2414	仪表
2415	仪器
2416	电脑
2417	轴承
2418	插座
2419	螺丝
2420	螺丝帽
2421	弹簧
2422	皮带
2423	齿轮
2424	砂轮
2425	变压器
2426	指示灯
2427	模具
2428	活塞
2429	内卡钳
2430	外卡钳
2431	游标卡尺
2432	千分尺
2433	钢挫
2434	钳子
2435	锤子
2436	钎子
2437	刨子
2438	斧子（劈）
2439	凿子
2440	钻子
2441	钉子
2442	砂纸
2443	铁链
2444	油壶
2445	皮尺
2446	角尺
2447	泥板
2448	瓦刀
2449	平刀
2450	原料
2451	金属
2452	钢材
2453	生铁
2454	塑料
2455	涂料
2456	颜料
2457	纤维
2458	半导体
2459	燃料
2460	焦碳
2461	汽油
2462	建筑
2463	工程
2464	勘探
2465	测量
2466	施工
2467	打桩
2468	房子
2469	楼房
2470	楼梯
2471	电梯
2472	房檐
2473	房顶
2474	房梁
2475	柱子
2476	墙壁
2477	门
2478	窗
2479	厨房
2480	食堂
2481	宿舍
2482	厕所
2483	院子
2484	阳台
2485	农作物
2486	地板
2487	篱笆
2488	玻璃
2489	三合板
2490	油漆
2491	石灰
2492	水泥
2493	砖
2494	瓦
2495	石子
2496	砂子
2497	耐火砖
2498	交通
2499	运输
2500	道路
2501	隧道
2502	里程
2503	火车
2504	汽车
2505	卡车
2506	公共汽车
2507	电车
2508	摩托车
2509	三轮车
2510	轮椅车
2511	自行车
2512	船（轮船）
2513	帆（帆船）
2514	筏子
2515	舵
2516	橹
2517	篙
2518	浆
2519	跳板
2520	桥
2521	立交桥
2522	飞机（航空）
2523	机场
2524	车站
2525	码头
2526	港口
2527	邮局
2528	邮票
2529	车票
2530	电报
2531	电话
2532	信
2533	信封
2534	信纸
2535	挂号信
2536	汇款
2537	侨汇
2538	农
2539	田
2540	土（土壤）
2541	土地
2542	耕地
2543	荒地
2544	农场
2545	菜园
2546	温室
2547	地窖
2548	粪坑
2549	开垦
2550	种植
2551	种子
2552	育种
2553	播种
2554	插秧
2555	移植（移栽）
2556	间苗
2557	补种
2558	施肥
2559	除虫
2560	整枝
2561	杂交
2562	轮作
2563	间作
2564	成熟
2565	收割
2566	脱粒
2567	收获
2568	丰收
2569	歉收
2570	包产
2571	粮食（食物）
2572	作物
2573	稻子
2574	四季豆
2575	豆芽
2576	粳米
2577	籼米
2578	糯米
2579	青稞
2580	高粱
2581	玉米
2582	白薯
2583	棉花
2584	麻
2585	蘑菇
2586	木耳
2587	银耳
2588	蔬菜
2589	青菜
2590	白菜
2591	菠菜
2592	韭菜
2593	芥菜
2594	芹菜
2595	葱头
2596	萝卜
2597	莴苣
2598	茭白
2599	辣椒
2600	菱
2601	西红柿（番茄）
2602	姜
2603	葱
2604	蒜
2605	笋
2606	土豆
2607	扁豆
2608	四季豆
2609	豆芽
2610	黄瓜
2611	南瓜
2612	冬瓜
2613	丝瓜
2614	芝麻
2615	花生
2616	水果
2617	桃
2618	杏
2619	梨
2620	枣
2621	苹果
2622	桔子
2623	李子
2624	柿子
2625	香蕉
2626	核桃
2627	樱桃
2628	葡萄
2629	石榴
2630	百合
2631	荸荠
2632	甘蔗
2633	西瓜
2634	哈密瓜
2635	菱
2636	藕
2637	农具
2638	拖拉机
2639	犁
2640	耙
2641	锄
2642	铡刀
2643	镰刀
2644	铁锹
2645	丁字镐
2646	碾子
2647	叉
2648	筐
2649	篓
2650	笸箩
2651	扁担
2652	筛子
2653	喷雾器
2654	水车
2655	风车
2656	辘轳
2657	鞭
2658	缰绳
2659	鞍子
2660	嚼子
2661	笼头
2662	水利
2663	堤坝
2664	打井
2665	水渠
2666	水库
2667	水闸
2668	防汛
2669	排涝（排水）
2670	浇水（灌溉）
2671	抗旱
2672	抗洪
2673	肥料
2674	基肥（积肥）
2675	化肥（肥田粉）
2676	垃圾
2677	浮萍
2678	豆渣
2679	灾（灾害）
2680	蝗虫
2681	红蜘蛛
2682	棉蚜
2683	卷叶虫
2684	蝼蛄
2685	杀虫粉
2686	副业
2687	打猎
2688	编制
2689	畜牧
2690	饲养
2691	家禽
2692	鸡
2693	鸭
2694	鹅
2695	鸽
2696	兔
2697	蚕
2698	蜜蜂
2699	猪
2700	牛
2701	羊
2702	马
2703	驴
2704	骡
2705	饲料
2706	糠
2707	麦麸
2708	水浮莲
2709	渔
2710	水产
2711	鱼
2712	鲫
2713	鲤
2714	鲳
2715	鳝
2716	鳗
2717	甲鱼（乌龟）
2718	乌贼
2719	虾
2720	蚶
2721	蛤
2722	蚌
2723	螺
2724	蟹
2725	海蛰
2726	海参
2727	鱼叉
2728	鱼钩
2729	海带
2730	鱼篓
2731	鱼网
2732	草垛
2733	贝壳
2734	菠萝
2735	菜花
2736	草莓
2737	巢
2738	抽水机（水泵）
2739	垛
2740	发芽
2741	沟
2742	海棠
2743	荒野
2744	灰尘
2745	嫁接
2746	荔枝
2747	垄（埂）
2748	苗圃
2749	泥鳅
2750	枇杷
2751	山楂（红果）
2752	授粉
2753	田野
2754	囤
2755	养殖
2756	文化
2757	文学
2758	文艺
2759	小说
2760	诗歌
2761	寓言
2762	散文
2763	杂文
2764	论文
2765	故事
2766	情节
2767	序言
2768	目录
2769	内容
2770	形式
2771	风格
2772	艺术
2773	美术（绘画）
2774	国画
2775	油画
2776	水彩
2777	素描
2778	色彩
2779	图案
2780	漫画
2781	透视
2782	解剖
2783	造型
2784	雕刻
2785	雕塑
2786	写生
2787	木刻
2788	印章
2789	书法
2790	字帖
2791	刺绣
2792	盆景
2793	陶器
2794	漆器
2795	戏剧
2796	舞蹈
2797	杂技
2798	魔术
2799	木偶
2800	芭蕾舞
2801	排演
2802	化妆（打扮）
2803	新闻（消息）
2804	出版
2805	宣传
2806	刊物
2807	杂志
2808	报纸
2809	报社
2810	社论
2811	印刷
2812	校对
2813	装订
2814	打字
2815	油印
2816	复印
2817	广播
2818	录音
2819	录像
2820	磁带
2821	电影
2822	照相（摄影）
2823	照片
2824	取景
2825	胶卷
2826	冲洗
2827	扩印
2828	旅游（游览）
2829	名胜
2830	古迹
2831	钢琴
2832	提琴
2833	手风琴
2834	口琴
2835	胡琴
2836	笛子
2837	锣
2838	鼓
2839	喇叭
2840	扩音器
2841	玩具
2842	气球
2843	象棋
2844	围棋
2845	扑克牌
2846	俱乐部
2847	文化馆
2848	博物馆
2849	展览馆
2850	图书馆
2851	阅览室
2852	礼堂
2853	教育
2854	教导
2855	教学
2856	教案
2857	学校
2858	教室
2859	班级
2860	小学
2861	中学
2862	大学
2863	师范
2864	托儿所
2865	幼儿园
2866	德育
2867	智育
2868	学习
2869	学制
2870	专业
2871	课本（书）
2872	课程
2873	教材
2874	上课
2875	下课
2876	放学
2877	寒假
2878	暑假
2879	肄业
2880	毕业
2881	写字
2882	读书
2883	问答
2884	功课
2885	函授
2886	讲座
2887	辅导
2888	记录
2889	提纲
2890	考核
2891	考试（测验）
2892	成绩
2893	语文
2894	作文
2895	造句
2896	口语
2897	手语
2898	发音
2899	律动
2900	自然
2901	常识
2902	手工
2903	练习题
2904	题目
2905	字典
2906	词典
2907	词汇
2908	语法
2909	标点
2910	符号
2911	笔记本
2912	标本
2913	汉语拼音
2914	手指字母
2915	壁报
2916	文盲
2917	扫盲
2918	散尽
2919	培养
2920	启发
2921	纸
2922	蜡纸
2923	复写纸
2924	笔记
2925	钢笔
2926	铅笔
2927	毛笔
2928	蜡笔
2929	铁笔
2930	粉笔
2931	墨
2932	墨水
2933	橡皮
2934	研
2935	表格
2936	圆规
2937	订书机
2938	幻灯
2939	钢板
2940	算盘
2941	夏令营
2942	班级 (?)
2943	板书
2944	背诵
2945	笔画
2946	比喻（比如）
2947	标题
2948	操场
2949	初中
2950	答案
2951	大纲
2952	点名
2953	段落
2954	逗号
2955	顿号
2956	得分
2957	高中
2958	合格
2959	黑板
2960	及格
2961	讲课
2962	结业
2963	进修
2964	句号
2965	惊叹号
2966	开学
2967	科目
2968	课间
2969	课题
2970	练习（复习）
2971	临摹
2972	留学
2973	录取
2974	冒号
2975	默写
2976	年级
2977	批改
2978	日记
2979	实习
2980	试卷
2981	省略号（省略）
2982	投影仪
2983	文凭
2984	问题
2985	问号
2986	修辞
2987	学历
2988	学识（学问）
2989	学位
2990	引号
2991	证书
2992	作弊
2993	作业
2994	体育
2995	运动
2996	比赛
2997	裁判
2998	冠军
2999	亚军
3000	赢
3001	输
3002	奖章
3003	金牌
3004	田径
3005	赛跑
3006	跳高
3007	跳远
3008	竞走
3009	游泳
3010	滑冰
3011	篮球
3012	足球
3013	接力
3014	排球
3015	跨栏
3016	铅球
3017	铁饼
3018	标枪（投掷）
3019	体操
3020	单杠
3021	双杠
3022	高低杠
3023	平衡木
3024	鞍马
3025	吊环
3026	摔交
3027	拳击
3028	垒球
3029	网球
3030	乒乓球
3031	羽毛球
3032	游戏（玩）
3033	秋千
3034	滑梯
3035	卫生
3036	生理
3037	身体
3038	脑
3039	眼
3040	耳
3041	鼻
3042	舌
3043	牙齿
3044	喉
3045	食道
3046	胸
3047	腰
3048	腹
3049	肠
3050	胃
3051	心
3052	肺
3053	肝
3054	肾
3055	骨
3056	皮肤
3057	乳房
3058	神经
3059	血（血液）
3060	血型
3061	血管
3062	血压
3063	粪
3064	尿
3065	月经
3066	痰
3067	病
3068	咳嗽
3069	咯血
3070	贫血
3071	发炎
3072	发热（发烧）
3073	昏迷（休克）
3074	失眠
3075	呕吐
3076	浮肿
3077	损伤（扭伤）
3078	烫伤
3079	硬化（僵化）
3080	消化
3081	中暑
3082	感冒
3083	气喘（哮喘）
3084	抽搐
3085	瘫痪
3086	白喉
3087	痢疾
3088	疟疾
3089	痔疮
3090	冻疮
3091	癣
3092	麻疹
3093	伤寒
3094	沙眼
3095	气管炎
3096	脑膜炎
3097	关节炎
3098	中耳炎
3099	盲肠炎（阑尾炎）
3100	瘤
3101	癌
3102	疙瘩
3103	药
3104	中药
3105	西药
3106	药片
3107	膏药
3108	眼药
3109	人丹
3110	甘油
3111	红药水
3112	紫药水
3113	十滴水
3114	碘酒
3115	酒精
3116	樟脑
3117	药棉
3118	纱布
3119	橡皮膏
3120	绷带
3121	口罩
3122	体温表（温度计）
3123	助听器
3124	医院
3125	门诊
3126	诊断
3127	内科
3128	外科
3129	放射科（X光科）
3130	消毒
3131	麻醉
3132	针灸
3133	按摩
3134	手术
3135	试管
3136	化验（显微镜）
3137	输血
3138	急救
3139	传染
3140	污染
3141	预防
3142	营养
3143	健康
3144	保健
3145	病历
3146	循环
3147	常规
3148	生育
3149	节育
3150	绝育
3151	怀孕
3152	避孕
3153	孕妇
3154	产妇
3155	分娩
3156	诞生
3157	成长
3158	疤
3159	保养
3160	B超
3161	辫子
3162	测听
3163	CT
3164	担架
3165	胆
3166	痱子
3167	疯
3168	风湿病
3169	复活
3170	腹泻
3171	感染
3172	挂号处
3173	过敏
3174	护理
3175	划价
3176	会诊
3177	畸形
3178	结核病
3179	近视
3180	脚
3181	康复
3182	理疗
3183	沐浴
3184	脸
3185	流产
3186	疗养
3187	脉搏
3188	脑血栓
3189	视力
3190	太平间
3191	汤药
3192	听力
3193	丸药
3194	心电图
3195	心律
3196	药方
3197	疫苗
3198	晕
3199	诊疗室
3200	症状（体征）
3201	治疗
3202	注射
3203	重听
3204	科学
3205	科研
3206	尖端
3207	技术
3208	发明（创造）
3209	学术
3210	宏观
3211	微观
3212	数学
3213	算术
3214	代数
3215	几何
3216	比
3217	比例
3218	计算
3219	推算
3220	加（+）
3221	减（-）
3222	乘（×）
3223	除（÷）
3224	除数
3225	被除数
3226	倍
3227	公倍
3228	整数
3229	小数
3230	分数
3231	百分数（百分比、百分号）
3232	正数
3233	负数
3234	偶数
3235	奇数
3236	指数
3237	分子
3238	分母
3239	方程
3240	根（解）
3241	通分
3242	约分
3243	直径
3244	半径
3245	圆周率（π）
3246	圆锥
3247	面积
3248	体积
3249	平面
3250	平方
3251	立方
3252	开方（根号）
3253	公式
3254	直角
3255	锐角
3256	钝角
3257	三角
3258	垂直
3259	对称
3260	移项
3261	同类项
3262	例子
3263	四则题
3264	公制
3265	吨
3266	公斤（千克）
3267	克
3268	担
3269	米
3270	分米
3271	厘米
3272	毫米
3273	亩
3274	顷
3275	磅
3276	编码
3277	部分
3278	差
3279	超额
3280	长方形
3281	乘方（幂）
3282	大括号
3283	大于号
3284	倒数
3285	等于（相等）
3286	等腰
3287	等号
3288	对顶角
3289	对应
3290	额外
3291	概率
3292	轨迹
3293	公里
3294	函数
3295	行列式
3296	和
3297	合并
3298	弧
3299	化简
3300	积
3301	基数
3302	集合
3303	减少
3304	解集
3305	近似值
3306	距离
3307	绝对值
3308	刻度
3309	口诀
3310	菱形
3311	量角器（半圆仪）
3312	命题
3313	逆向
3314	平行
3315	曲线
3316	切线
3317	算式
3318	速度
3319	三角形
3320	四边形
3321	商
3322	射线
3323	剩余
3324	填空
3325	梯形
3326	弦
3327	相反
3328	相交
3329	相切
3330	相向（相遇）
3331	小括号
3332	小于号
3333	验算
3334	因式
3335	应用题
3336	圆柱体
3337	约等于
3338	正方形
3339	直线
3340	周长
3341	中括号
3342	物理
3343	原理
3344	定理
3345	定律
3346	重量
3347	力量
3348	能量
3349	比重
3350	精密
3351	精度
3352	密度
3353	强度
3354	亮度
3355	效率
3356	效应（效果、成果）
3357	膨胀
3358	收缩
3359	水
3360	蒸发
3361	溶解
3362	凝固
3363	摩擦
3364	冷却
3365	散热
3366	沸腾
3367	泡沫
3368	水平
3369	倾斜
3370	撞击
3371	真空
3372	光
3373	放射
3374	辐射（照射）
3375	折射
3376	反射
3377	扩散
3378	沾染
3379	液体
3380	固体
3381	气体
3382	气压
3383	裂变
3384	聚变
3385	焦距
3386	焦点（交点）
3387	滑动
3388	惯性
3389	电
3390	直流电
3391	交流电
3392	电压
3393	高压
3394	绝缘
3395	电波
3396	电荷（负荷）
3397	磁石（磁铁）
3398	磁场
3399	串联
3400	并联
3401	闭合
3402	调频
3403	调幅
3404	照明
3405	激光
3406	声音
3407	声波
3408	短波
3409	抛物线
3410	杠杆
3411	指南针
3412	滑轮
3413	功率
3414	原子
3415	电子
3416	核子
3417	中子
3418	波段
3419	磁化
3420	传递
3421	传导
3422	对流
3423	砝码
3424	分贝(dB)
3425	赫兹
3426	频道
3427	气味
3428	牵引
3429	容积
3430	生态
3431	水槽
3432	天平
3433	投影
3434	嗓音
3435	蒸汽
3436	支点
3437	阻力
3438	化学
3439	结构
3440	浓缩
3441	还原
3442	沉淀
3443	火（烧）
3444	燃烧
3445	过滤
3446	结晶
3447	分解
3448	溶液
3449	恒温
3450	元素
3451	同位素
3452	毒品
3453	氧气
3454	氢气
3455	空气
3456	氮气
3457	氯气
3458	二氧化碳
3459	沼气
3460	氨
3461	成分
3462	钙
3463	汞
3464	钾
3465	碱
3466	镭
3467	磷酸
3468	硫（硫磺）
3469	硫酸
3470	漏斗
3471	媒介
3472	配方
3473	配平
3474	氢
3475	熔点
3476	熔化
3477	融化
3478	溶剂
3479	溶质
3480	碳
3481	冶练
3482	生物
3483	微生物
3484	生命
3485	生长
3486	发育
3487	衰老
3488	衰退
3489	萎缩
3490	死亡
3491	遗传
3492	寄生
3493	品种
3494	蜕化
3495	滋长
3496	细胞
3497	细菌
3498	蛋白
3499	脂肪
3500	酵母
3501	繁殖
3502	胚胎
3503	零
3504	一
3505	二
3506	三
3507	四
3508	五
3509	六
3510	七
3511	八
3512	九
3513	十
3514	二十
3515	三十
3516	四十
3517	五十
3518	六十
3519	七十
3520	八十
3521	九十
3522	百
3523	千
3524	万
3525	亿
3526	半
3527	遍
3528	丙
3529	册
3530	次序（顺序）
3531	第一次
3532	第一届
3533	丁
3534	各
3535	个
3536	号码
3537	甲
3538	件
3539	棵（株）
3540	名额
3541	篇
3542	条
3543	一次
3544	一届
3545	乙
3546	页
3547	天文
3548	天空
3549	宇宙
3550	星
3551	恒星
3552	行星
3553	卫星
3554	太阳
3555	地球
3556	月亮
3557	气象
3558	气候（天气）
3559	天气预报
3560	晴（晴天）
3561	云
3562	阴
3563	雨
3564	阵雨
3565	暴雨（大雨）
3566	风（刮风）
3567	微风
3568	狂风
3569	台风
3570	雷
3571	闪电
3572	雾
3573	露
3574	霜
3575	雪
3576	冰
3577	冰雹
3578	霞
3579	虹
3580	日蚀
3581	月蚀
3582	地震
3583	寒流（寒潮）
3584	降雨量
3585	地理
3586	地形（地貌）
3587	地质
3588	地图
3589	陆地
3590	海洋
3591	海滩
3592	平原（平地）
3593	高原（高地）
3594	草原
3595	盆地
3596	洼地
3597	海拔
3598	沙漠
3599	沼泽
3600	山
3601	山峰（峰）
3602	山谷（谷）
3603	丘陵
3604	岛屿
3605	暗礁
3606	江
3607	河
3608	湖
3609	塘（池塘）
3610	井
3611	泉（泉水）
3612	波浪
3613	潮
3614	瀑布
3615	主流
3616	支流
3617	北极
3618	南极
3619	赤道
3620	寒带
3621	温带
3622	热带
3623	经线
3624	纬线
3625	岸
3626	边疆
3627	草坪
3628	地势
3629	覆盖
3630	分布
3631	海峡
3632	洪水
3633	滑坡
3634	礁石
3635	坑
3636	坡
3637	溶洞
3638	上游
3639	珊瑚
3640	山脉
3641	山崖
3642	塌陷
3643	湾
3644	旋涡
3645	淹没
3646	窑洞
3647	植被
3648	金
3649	银
3650	铜
3651	钢
3652	铁
3653	铝
3654	铅
3655	锡
3656	金刚石（钻石）
3657	铀
3658	煤
3659	石油
3660	天然气
3661	矿藏
3662	蕴藏
3663	宝石
3664	锌
3665	首都
3666	省会（省）
3667	城市（市）
3668	州
3669	县
3670	区
3671	镇
3672	村
3673	乡
3674	街道
3675	里弄
3676	门牌
3677	户口
3678	北京市
3679	上海市
3680	天津市
3681	河北省
3682	山西省
3683	内蒙古自治区
3684	辽宁省
3685	吉林省
3686	黑龙江省
3687	江苏省
3688	浙江省
3689	安徽省
3690	福建省
3691	江西省
3692	山东省
3693	河南省
3694	湖北省
3695	湖南省
3696	广东省
3697	广西壮族自治区
3698	四川省
3699	贵州省
3700	云南省
3701	西藏自治区
3702	陕西省
3703	甘肃省
3704	青海省
3705	宁夏回族自治区
3706	新疆维吾尔自治区
3707	台湾省
3708	香港
3709	澳门
3710	石家庄
3711	太原
3712	呼和浩特
3713	沈阳
3714	长春
3715	哈尔滨
3716	南京
3717	杭州
3718	合肥
3719	福州
3720	南昌
3721	济南
3722	郑州
3723	武汉
3724	长沙
3725	广州
3726	南宁
3727	成都
3728	贵阳
3729	昆明
3730	拉萨
3731	西安
3732	兰州
3733	西宁
3734	银川
3735	乌鲁木齐
3736	台北
3737	鞍山
3738	本溪
3739	柴达木
3740	承德
3741	重庆
3742	敦煌
3743	抚顺
3744	高雄
3745	桂林
3746	海南省
3747	郊区
3748	景德镇
3749	开封
3750	漠河
3751	农村
3752	攀枝花
3753	秦皇岛
3754	区域
3755	瑞金
3756	三亚
3757	汕头
3758	深圳
3759	苏州
3760	韶山
3761	无锡
3762	厦门
3763	延安
3764	宜昌
3765	珠海
3766	世界
3767	亚洲
3768	欧洲
3769	非洲
3770	南美洲
3771	北美洲
3772	大洋州
3773	太平洋
3774	印度洋
3775	大西洋
3776	北冰洋
3777	中国
3778	蒙古
3779	日本
3780	朝鲜
3781	越南
3782	老挝
3783	柬埔寨
3784	巴基斯坦
3785	缅甸
3786	菲律宾
3787	泰国
3788	新加坡
3789	印度
3790	印度尼西亚
3791	土耳其
3792	孟加拉
3793	伊朗
3794	埃及
3795	奥地利
3796	保加利亚
3797	比利时
3798	波兰
3799	丹麦
3800	德国
3801	法国
3802	芬兰
3803	捷克斯洛伐克
3804	罗马尼亚
3805	南斯拉夫
3806	葡萄牙
3807	瑞典
3808	瑞士
3809	苏联
3810	西班牙
3811	希腊
3812	匈牙利
3813	意大利
3814	英国
3815	巴西
3816	加拿大
3817	美国
3818	墨西哥
3819	澳大利亚
3820	新西兰
3821	阿根廷
3822	埃塞俄比亚
3823	白俄罗斯
3824	巴黎
3825	秘鲁
3826	玻利维亚
3827	东京
3828	哥伦比亚
3829	荷兰
3830	华盛顿
3831	加纳
3832	联合国
3833	马耳他
3834	莫斯科
3835	南非
3836	挪威
3837	纽约
3838	突尼斯
3839	委内瑞拉
3840	乌克兰
3841	乌拉圭
3842	悉尼
3843	以色列
3844	赞比亚
3845	智力
3846	洲
3847	动物
3848	野兽
3849	狮
3850	虎
3851	豹
3852	熊
3853	象
3854	猴
3855	猩猩
3856	骆驼
3857	狼
3858	狗
3859	狐狸
3860	熊猫
3861	猫
3862	鼠
3863	鲸
3864	鳄鱼
3865	蛇
3866	蛙
3867	鹰
3868	鹤
3869	孔雀
3870	燕
3871	雀
3872	虫
3873	蚂蚁
3874	蚯蚓
3875	蜘蛛
3876	蜈蚣
3877	蝴蝶
3878	苍蝇
3879	蚊
3880	蟑螂
3881	跳蚤
3882	臭虫
3883	河马
3884	黄鼠狼
3885	寄生虫
3886	甲虫
3887	金丝猴
3888	蝌蚪
3889	羚羊
3890	鹿
3891	猫头鹰
3892	梅花鹿
3893	鸟
3894	瓢虫
3895	企鹅
3896	蜻蜓
3897	鲨鱼
3898	水獭
3899	松鼠
3900	天鹅
3901	鸵鸟
3902	蜗牛
3903	乌鸦
3904	犀牛
3905	蟋蟀（蛐蛐）
3906	蝎子
3907	雄（公）
3908	雁
3909	益虫
3910	萤火虫
3911	蛹
3912	鸳鸯
3913	爪子
3914	啄木鸟
3915	植物
