Ori_ID	L_ID	Meaning (Chinese)
3099	1380	盲肠炎（阑尾炎）
3107	1381	膏药
3108	1382	眼药
3109	1383	人丹
3110	1384	甘油
3112	1385	紫药水
3113	1386	十滴水
3114	1387	碘酒
3115	1388	酒精
3122	1389	体温表（温度计）
3125	1390	门诊
3126	1391	诊断
3127	1392	内科
3128	1393	外科
3129	1394	放射科（X光科）
3134	1395	手术
3136	1396	化验（显微镜）
3137	1397	输血
3142	1398	营养
3150	1399	绝育
3153	1400	孕妇
3154	1401	产妇
3160	1402	B超
3163	1403	CT
3164	1404	担架
3166	1405	痱子
3169	1406	复活
3172	1407	挂号处
3173	1408	过敏
3177	1409	畸形
3178	1410	结核病
3181	1411	康复
3182	1412	理疗
3184	1413	脸
3185	1414	流产
3187	1415	脉搏
3189	1416	视力
3191	1417	汤药
3192	1418	听力
3193	1419	丸药
3194	1420	心电图
3195	1421	心律
3198	1422	晕
3202	1423	注射
3204	1424	科学
3206	1425	尖端
3207	1426	技术
3209	1427	学术
3210	1428	宏观
3212	1429	数学
3213	1430	算术
3214	1431	代数
3216	1432	比
3218	1433	计算
3219	1434	推算
3220	1435	加（+）
3222	1436	乘（×）
3223	1437	除（÷）
3224	1438	除数
3225	1439	被除数
3231	1440	百分数（百分比、百分号）
3242	1441	约分
3244	1442	半径
3246	1443	圆锥
3247	1444	面积
3253	1445	公式
3255	1446	锐角
3258	1447	垂直
3260	1448	移项
3266	1449	公斤（千克）
3269	1450	米
3272	1451	毫米
3276	1452	编码
3277	1453	部分
3280	1454	长方形
3283	1455	大于号
3284	1456	倒数
3285	1457	等于（相等）
3287	1458	等号
3288	1459	对顶角
3290	1460	额外
3292	1461	轨迹
3295	1462	行列式
3296	1463	和
3297	1464	合并
3300	1465	积
3301	1466	基数
3302	1467	集合
3306	1468	距离
3308	1469	刻度
3309	1470	口诀
3310	1471	菱形
3311	1472	量角器（半圆仪）
3318	1473	速度
3320	1474	四边形
3328	1475	相交
3329	1476	相切
3330	1477	相向（相遇）
3337	1478	约等于
3339	1479	直线
3341	1480	中括号
3345	1481	定律
3350	1482	精密
3357	1483	膨胀
3359	1484	水
3361	1485	溶解
3362	1486	凝固
3367	1487	泡沫
3369	1488	倾斜
3370	1489	撞击
3371	1490	真空
3372	1491	光
3375	1492	折射
3377	1493	扩散
3380	1494	固体
3385	1495	焦距
3386	1496	焦点（交点）
3387	1497	滑动
3390	1498	直流电
3392	1499	电压
3393	1500	高压
3394	1501	绝缘
3397	1502	磁石（磁铁）
3398	1503	磁场
3399	1504	串联
3403	1505	调幅
3405	1506	激光
3408	1507	短波
3410	1508	杠杆
3412	1509	滑轮
3414	1510	原子
3415	1511	电子
3417	1512	中子
3418	1513	波段
3419	1514	磁化
3421	1515	传导
3423	1516	砝码
3426	1517	频道
3429	1518	容积
3432	1519	天平
3434	1520	嗓音
3438	1521	化学
3440	1522	浓缩
3443	1523	火（烧）
3453	1524	氧气
3454	1525	氢气
3456	1526	氮气
3458	1527	二氧化碳
3459	1528	沼气
3467	1529	磷酸
3469	1530	硫酸
3471	1531	媒介
3473	1532	配平
3474	1533	氢
3478	1534	溶剂
3479	1535	溶质
3484	1536	生命
3486	1537	发育
3488	1538	衰退
3489	1539	萎缩
3491	1540	遗传
3493	1541	品种
3494	1542	蜕化
3495	1543	滋长
3497	1544	细菌
3499	1545	脂肪
3500	1546	酵母
3501	1547	繁殖
3502	1548	胚胎
3503	1549	零
3504	1550	一
3505	1551	二
3506	1552	三
3507	1553	四
3508	1554	五
3509	1555	六
3510	1556	七
3511	1557	八
3512	1558	九
3513	1559	十
3514	1560	二十
3516	1561	四十
3517	1562	五十
3518	1563	六十
3522	1564	百
3524	1565	万
3525	1566	亿
3528	1567	丙
3531	1568	第一次
3535	1569	个
3536	1570	号码
3537	1571	甲
3538	1572	件
3539	1573	棵（株）
3540	1574	名额
3541	1575	篇
3542	1576	条
3544	1577	一届
3545	1578	乙
3548	1579	天空
3553	1580	卫星
3554	1581	太阳
3556	1582	月亮
3557	1583	气象
3558	1584	气候（天气）
3559	1585	天气预报
3563	1586	雨
3565	1587	暴雨（大雨）
3566	1588	风（刮风）
3567	1589	微风
3570	1590	雷
3574	1591	霜
3575	1592	雪
3576	1593	冰
3577	1594	冰雹
3578	1595	霞
3579	1596	虹
3580	1597	日蚀
3584	1598	降雨量
3587	1599	地质
3590	1600	海洋
3591	1601	海滩
3594	1602	草原
3595	1603	盆地
3596	1604	洼地
3599	1605	沼泽
3601	1606	山峰（峰）
3602	1607	山谷（谷）
3604	1608	岛屿
3605	1609	暗礁
3612	1610	波浪
3614	1611	瀑布
3619	1612	赤道
3620	1613	寒带
3621	1614	温带
3622	1615	热带
3623	1616	经线
3627	1617	草坪
3629	1618	覆盖
3630	1619	分布
3631	1620	海峡
3635	1621	坑
3637	1622	溶洞
3638	1623	上游
3641	1624	山崖
3643	1625	湾
3644	1626	旋涡
3645	1627	淹没
3651	1628	钢
3652	1629	铁
3654	1630	铅
3655	1631	锡
3657	1632	铀
3660	1633	天然气
3663	1634	宝石
3665	1635	首都
3669	1636	县
3672	1637	村
3674	1638	街道
3676	1639	门牌
3678	1640	北京市
3680	1641	天津市
3683	1642	内蒙古自治区
3684	1643	辽宁省
3686	1644	黑龙江省
3689	1645	安徽省
3690	1646	福建省
3691	1647	江西省
3694	1648	湖北省
3695	1649	湖南省
3696	1650	广东省
3701	1651	西藏自治区
3704	1652	青海省
3710	1653	石家庄
3711	1654	太原
3712	1655	呼和浩特
3713	1656	沈阳
3714	1657	长春
3716	1658	南京
3718	1659	合肥
3719	1660	福州
3725	1661	广州
3727	1662	成都
3729	1663	昆明
3732	1664	兰州
3733	1665	西宁
3734	1666	银川
3735	1667	乌鲁木齐
3741	1668	重庆
3742	1669	敦煌
3747	1670	郊区
3749	1671	开封
3751	1672	农村
3752	1673	攀枝花
3754	1674	区域
3755	1675	瑞金
3756	1676	三亚
3758	1677	深圳
3759	1678	苏州
3764	1679	宜昌
3766	1680	世界
3767	1681	亚洲
3768	1682	欧洲
3770	1683	南美洲
3775	1684	大西洋
3777	1685	中国
3789	1686	印度
3790	1687	印度尼西亚
3792	1688	孟加拉
3797	1689	比利时
3799	1690	丹麦
3800	1691	德国
3801	1692	法国
3804	1693	罗马尼亚
3807	1694	瑞典
3808	1695	瑞士
3812	1696	匈牙利
3814	1697	英国
3815	1698	巴西
3817	1699	美国
3819	1700	澳大利亚
3822	1701	埃塞俄比亚
3823	1702	白俄罗斯
3824	1703	巴黎
3826	1704	玻利维亚
3828	1705	哥伦比亚
3834	1706	莫斯科
3838	1707	突尼斯
3840	1708	乌克兰
3841	1709	乌拉圭
3847	1710	动物
3848	1711	野兽
3849	1712	狮
3853	1713	象
3856	1714	骆驼
3859	1715	狐狸
3860	1716	熊猫
3863	1717	鲸
3864	1718	鳄鱼
3865	1719	蛇
3866	1720	蛙
3868	1721	鹤
3870	1722	燕
3876	1723	蜈蚣
3878	1724	苍蝇
3879	1725	蚊
3880	1726	蟑螂
3881	1727	跳蚤
3883	1728	河马
3884	1729	黄鼠狼
3888	1730	蝌蚪
3889	1731	羚羊
3890	1732	鹿
3891	1733	猫头鹰
3892	1734	梅花鹿
3893	1735	鸟
3895	1736	企鹅
3898	1737	水獭
3899	1738	松鼠
3900	1739	天鹅
3901	1740	鸵鸟
3902	1741	蜗牛
3903	1742	乌鸦
3906	1743	蝎子
3910	1744	萤火虫
3911	1745	蛹
3920	1746	杉树
3922	1747	樟树
3923	1748	桑树
3925	1749	芦苇
3928	1750	叶
3932	1751	品德（品行）
3934	1752	修养
3937	1753	作风
3940	1754	智慧
3945	1755	懒（懒惰）
3946	1756	诚实（诚恳）
3948	1757	虚夸
3949	1758	端正
3952	1759	大方
3956	1760	骄傲
3962	1761	忸怩
3963	1762	粗鲁
3964	1763	暴躁（急躁）
3965	1764	激烈
3966	1765	温和
3972	1766	认真
3973	1767	谨慎
3974	1768	细致
3976	1769	随便
3980	1770	自卑
3982	1771	积极
3983	1772	消极（灰心）
3987	1773	落后
3988	1774	卓越
3990	1775	保守
3991	1776	魔鬼
3992	1777	野心
3997	1778	性能
3999	1779	本质
4000	1780	素质
4003	1781	宏伟
4005	1782	神圣
4007	1783	困难
4011	1784	烦琐
4012	1785	光荣
4013	1786	正确
4014	1787	准确
4015	1788	错误
4017	1789	明显
4024	1790	可靠
4031	1791	极端
4032	1792	突出
4033	1793	重要
4034	1794	次要
4035	1795	必要
4045	1796	严峻
4049	1797	正式
4050	1798	奇怪
4051	1799	公平
4052	1800	秘密
4053	1801	泄露
4055	1802	发达
4056	1803	丰富
4057	1804	贫困
4058	1805	优点
4059	1806	缺点
4061	1807	模仿
4062	1808	标准
4063	1809	榜样
4064	1810	质量
4065	1811	基础
4066	1812	基本
4068	1813	核心
4073	1814	生动
4075	1815	精彩
4079	1816	光明
4080	1817	光辉
4081	1818	黑暗
4085	1819	周到
4086	1820	完全
4087	1821	完整
4088	1822	扼要
4089	1823	风趣
4090	1824	干脆
4091	1825	干枯
4093	1826	够
4099	1827	简陋
4101	1828	精悍
4102	1829	精巧
4105	1830	可怜
4108	1831	灵巧
4109	1832	冒失
4111	1833	敏锐
4112	1834	默契
4114	1835	普遍
4116	1836	巧妙
4118	1837	坦率
4126	1838	吸引
4127	1839	鲜艳
4130	1840	悬殊
4132	1841	优秀
4133	1842	用途（用处）
4141	1843	事情
4143	1844	事例
4145	1845	事业
4146	1846	情况
4147	1847	目标
4148	1848	意义
4149	1849	经验
4150	1850	教训
4151	1851	负责
4152	1852	负担
4153	1853	名誉（荣誉）
4156	1854	威望
4158	1855	权威
4160	1856	功劳
4161	1857	功勋
4162	1858	挫折
4166	1859	继续
4168	1860	禁止
4169	1861	掌握（把握）
4174	1862	巩固
4178	1863	吸收
4182	1864	耽误
4187	1865	发挥
4188	1866	深入
4189	1867	扩大
4192	1868	空白
4194	1869	变化
4195	1870	影响
4197	1871	提高
4200	1872	改善（改良）
4201	1873	转折
4205	1874	努力
4206	1875	竭力
4208	1876	道理
4209	1877	理由
4212	1878	姿态
4218	1879	反应
4219	1880	体现
4220	1881	表现
4221	1882	利益
4222	1883	公益
4224	1884	进度
4228	1885	根源
4230	1886	标志
4231	1887	前途
4235	1888	点缀（装饰）
4236	1889	构成
4237	1890	冲淡
4241	1891	遵守
4242	1892	约束
4245	1893	相同
4249	1894	踊跃
4250	1895	响应
4251	1896	避免
4252	1897	摆脱
4256	1898	促进
4257	1899	震动
4261	1900	隐患
4262	1901	恰巧
4264	1902	逐步
4266	1903	成语
4267	1904	虚词
4271	1905	闻者足戒
4274	1906	自力更生
4276	1907	统筹兼顾
4278	1908	集思广益
4284	1909	断章取义
4285	1910	不求甚解
4293	1911	首先
4296	1912	最后
4298	1913	始终
4299	1914	当然
4303	1915	可能
4305	1916	或者
4306	1917	一定
4309	1918	如果
4311	1919	既然
4317	1920	按照（按）
4318	1921	由于（由）
4319	1922	如何（怎么、怎么样）
4320	1923	为
4323	1924	没有（无）
4324	1925	不
4325	1926	和（与、同）
4326	1927	好象
4327	1928	曾经（已经）
4328	1929	差不多
4329	1930	稍微
4330	1931	尽量
4332	1932	能（能够、可以）
4336	1933	在
4337	1934	是
4338	1935	对
4339	1936	都（全）
4340	1937	向
4341	1938	愿（愿意）
4342	1939	这里
4343	1940	那里
4344	1941	哪儿
4345	1942	哪些
4346	1943	得
4347	1944	最（很、十分）
4348	1945	就
4350	1946	什么
4352	1947	比如
4353	1948	终于
4354	1949	属于
4355	1950	急中生智
4360	1951	了
4361	1952	另外
4362	1953	其实
4364	1954	然后
4365	1955	如果 (?)
4366	1956	甚至
4369	1957	太
4371	1958	唯一
4373	1959	也
4374	1960	以来
4375	1961	应该（应当）
4376	1962	永远
4377	1963	又（再、还）
4378	1964	0
4379	1965	1
4380	1966	2
4381	1967	3
4382	1968	4
4383	1969	5
4384	1970	6
4385	1971	7
4386	1972	8
4387	1973	9
4388	1974	A
4389	1975	B
4390	1976	C
4391	1977	D
4392	1978	E
4393	1979	F
4394	1980	G
4395	1981	H
4396	1982	I
4397	1983	J
4398	1984	K
4399	1985	L
4400	1986	M
4401	1987	N
4402	1988	O
4403	1989	P
4404	1990	Q
4405	1991	R
4406	1992	S
4407	1993	T
4408	1994	U
4409	1995	V
4410	1996	W
4411	1997	X
4412	1998	Y
4413	1999	Z
