actual_gloss,normalized_gloss
song,SONG
sore throat,SORE_THROAT
south america,SOUTH_AMERICA
spanish,SPANISH
speak,SPEAK
speed,SPEED
spell,SPELL
spoon,SPOON
spring,SPRING
standard,STANDARD
statistics,STATISTICS
sticky,STICKY
still,STILL
stretch,STRETCH
surgeon,SURGEON
sweden,SWEDEN
swimsuit,SWIMSUIT
sympathy,SYMPATHY
take turns,TAKE_TURNS
take up,TAKE_UP
technology,TECHNOLOGY
temple,TEMPLE
tender,TENDER
thailand,THAILAND
theater,THEATER
them,THEM
theme,THEME
thick,THICK
this,THIS
throat,THROAT
tissue,TISSUE
tongue,TONGUE
tonight,TONIGHT
tornado,TORNADO
tower,TOWER
tranquil,TRANQUIL
transform,TRANSFORM
tutor,TUTOR
twin,TWIN
united states,UNITED_STATES_OF_AMERICA
value,VALUE
visitor,VISITOR
waiter,WAITER
wake up,WAKE_UP
wallet,WALLET
wander,WANDER
wash face,WASH_FACE
weight,WEIGHT
whale,WHALE
whatever,WHATEVER
within,WITHIN
wonder,WONDER
worker,WORKER
worthless,WORTHLESS
wrap,WRAP
accent,ACCENT
act,ACT
adapt,ADAPT
adjective,ADJECTIVE
adjust,ADJUST
admire,ADMIRE
admit,ADMIT
advanced,ADVANCED
adverb,ADVERB
agreement,AGREEMENT
aid,AID
alligator,ALLIGATOR
amputate,AMPUTATE
anatomy,ANATOMY
annoy,ANNOY
anyway,ANYWAY
approach,APPROACH
arizona,ARIZONA
assist,ASSIST
assume,ASSUME
attorney,ATTORNEY
audiologist,AUDIOLOGIST
audiology,AUDIOLOGY
austria,AUSTRIA
author,AUTHOR
available,AVAILABLE
award,AWARD
aware,AWARE
bank,BANK
baptize,BAPTIZE
basic,BASIC
battery,BATTERY
berry,BERRY
beside,BESIDE
between,BETWEEN
binoculars,BINOCULARS
blow,BLOW
boast,BOAST
boil,BOIL
bookshelf,BOOKSHELF
bookstore,BOOKSTORE
boxing,BOXING
braid,BRAID
brain,BRAIN
breakdown,BREAKDOWN
breakfast,BREAKFAST
breeze,BREEZE
bribe,BRIBE
brochure,BROCHURE
buffalo,BUFFALO
burp,BURP
bush,BUSH
bye,BYE
camel,CAMEL
candidate,CANDIDATE
cannot,CANNOT
captain,CAPTAIN
carnival,CARNIVAL
caterpillar,CATERPILLAR
cheerleader,CHEERLEADER
chemical,CHEMICAL
chicago,CHICAGO
choke,CHOKE
christ,CHRIST
click,CLICK
closet,CLOSET
clueless,CLUELESS
clumsy,CLUMSY
collect,COLLECT
comma,COMMA
comment,COMMENT
commit,COMMIT
committee,COMMITTEE
common sense,COMMON_SENSE
compete,COMPETE
concentrate,CONCENTRATE
congratulations,CONGRATULATIONS
consider,CONSIDER
construct,CONSTRUCT
consume,CONSUME
contest,CONTEST
conversation,CONVERSATION
convert,CONVERT
cooperate,COOPERATE
counsel,COUNSEL
counselor,COUNSELOR
crave,CRAVE
create,CREATE
crocodile,CROCODILE
crown,CROWN
cuba,CUBA
curtain,CURTAIN
customer,CUSTOMER
d,D
damage,DAMAGE
dancer,DANCER
danger,DANGER
dangerous,DANGEROUS
dawn,DAWN
death,DEATH
debate,DEBATE
debt,DEBT
deliver,DELIVER
democrat,DEMOCRAT
descend,DESCEND
design,DESIGN
detective,DETECTIVE
devil,DEVIL
dice,DICE
difficult,DIFFICULT
dining room,DINING_ROOM
discipline,DISCIPLINE
discount,DISCOUNT
disgusted,DISGUSTED
disturb,DISTURB
division,DIVISION
done,DONE
drag,DRAG
dragon,DRAGON
drama,DRAMA
drug,DRUG
due,DUE
dull,DULL
dusk,DUSK
dvd,DVD
dye,DYE
e,E
either,EITHER
electricity,ELECTRICITY
elementary,ELEMENTARY
else,ELSE
emergency,EMERGENCY
engine,ENGINE
enormous,ENORMOUS
eraser,ERASER
every monday,EVERY_MONDAY
every tuesday,EVERY_TUESDAY
everything,EVERYTHING
except,EXCEPT
exhibit,EXHIBIT
explode,EXPLODE
express,EXPRESS
f,F
fairy,FAIRY
familiar,FAMILIAR
festival,FESTIVAL
finance,FINANCE
fingerspell,FINGERSPELL
fire,FIRE
firefighter,FIREFIGHTER
five,FIVE
flatter,FLATTER
fool,FOOL
forgive,FORGIVE
former,FORMER
freeway,FREEWAY
from now on,FROM_NOW
g,G
gang,GANG
gay,GAY
geometry,GEOMETRY
get up,GET_UP
gift,GIFT
grab,GRAB
graduation,GRADUATION
grateful,GRATEFUL
grey,GREY
gymnastics,GYMNASTICS
h,H
hang up,HANG_UP
hanukkah,HANUKKAH
heap,HEAP
heart attack,HEART_ATTACK
hill,HILL
holy,HOLY
hop,HOP
host,HOST
hot dog,HOT_DOG
human,HUMAN
i,I
ill,ILL
illegal,ILLEGAL
impact,IMPACT
individual,INDIVIDUAL
inspect,INSPECT
inspire,INSPIRE
intersection,INTERSECTION
ireland,IRELAND
iron,IRON
j,J
jewelry,JEWELRY
journey,JOURNEY
joy,JOY
july,JULY
k,K
kid,KID
kindergarten,KINDERGARTEN
lady,LADY
lamp,LAMP
last week,LAST_WEEK
laundry,LAUNDRY
leader,LEADER
league,LEAGUE
leak,LEAK
legal,LEGAL
let,LET
liability,LIABILITY
librarian,LIBRARIAN
license,LICENSE
little bit,LITTLE
loan,LOAN
look at,LOOK_AT
look for,LOOK_FOR
lord,LORD
m,M
meaning,MEANING
melody,MELODY
melt,MELT
mention,MENTION
microscope,MICROSCOPE
midnight,MIDNIGHT
military,MILITARY
mine,MINE
mistake,MISTAKE
mock,MOCK
moose,MOOSE
mosquito,MOSQUITO
motivate,MOTIVATE
murder,MURDER
n,N
narrow,NARROW
necessary,NECESSARY
negotiate,NEGOTIATE
new york,NEW_YORK
nine,NINE
northwest,NORTHWEST
not yet,NOT_YET
notice,NOTICE
numerous,NUMEROUS
nun,NUN
o,O
objective,OBJECTIVE
obsess,OBSESS
obtain,OBTAIN
occur,OCCUR
odor,ODOR
olympics,OLYMPICS
or,OR
oral,ORAL
our,OUR
overcome,OVERCOME
pack,PACK
painter,PAINTER
part,PART
pause,PAUSE
peaceful,PEACEFUL
pear,PEAR
peel,PEEL
penalty,PENALTY
pennsylvania,PENNSYLVANIA
penny,PENNY
permit,PERMIT
phrase,PHRASE
pickle,PICKLE
pilot,PILOT
player,PLAYER
polar bear,POLAR_BEAR
policeman,POLICEMAN
poop,POOP
post,POST
potential,POTENTIAL
poverty,POVERTY
precious,PRECIOUS
precipitation,PRECIPITATION
precise,PRECISE
preschool,PRESCHOOL
pride,PRIDE
prince,PRINCE
princess,PRINCESS
principle,PRINCIPLE
process,PROCESS
profit,PROFIT
progress,PROGRESS
propaganda,PROPAGANDA
proper,PROPER
psychologist,PSYCHOLOGIST
public,PUBLIC
publish,PUBLISH
purchase,PURCHASE
pure,PURE
pursue,PURSUE
put off,PUT_OFF
q,Q
quality,QUALITY
quarrel,QUARREL
quarter,QUARTER
r,R
rage,RAGE
rather,RATHER
real,REAL
recliner,RECLINER
recommend,RECOMMEND
recover,RECOVER
regular,REGULAR
release,RELEASE
relief,RELIEF
rely,RELY
reply,REPLY
rescue,RESCUE
resist,RESIST
restroom,RESTROOM
retreat,RETREAT
roar,ROAR
robber,ROBBER
roommate,ROOMMATE
rose,ROSE
ruin,RUIN
s,S
salary,SALARY
saw,SAW
scan,SCAN
scream,SCREAM
sculpture,SCULPTURE
sea,SEA
seldom,SELDOM
sequence,SEQUENCE
settle,SETTLE
shout,SHOUT
shovel,SHOVEL
sin,SIN
singer,SINGER
sixteen,SIXTEEN
ski,SKI
skip,SKIP
smoking,SMOKING
sofa,SOFA
soldier,SOLDIER
solve,SOLVE
someday,SOMEDAY
something,SOMETHING
somewhere,SOMEWHERE
soul,SOUL
spill,SPILL
spit,SPIT
spread,SPREAD
sprint,SPRINT
squeeze,SQUEEZE
stadium,STADIUM
stepfather,STEPFATHER
sting,STING
stir,STIR
stitch,STITCH
stuck,STUCK
sue,SUE
sunshine,SUNSHINE
superman,SUPERMAN
surrender,SURRENDER
suspend,SUSPEND
swimming,SWIMMING
t,T
talent,TALENT
telescope,TELESCOPE
tempt,TEMPT
ten,TEN
tend,TEND
testify,TESTIFY
texas,TEXAS
text,TEXT
than,THAN
therefore,THEREFORE
thrill,THRILL
tobacco,TOBACCO
toilet paper,TOILET_PAPER
tolerate,TOLERATE
torture,TORTURE
towel,TOWEL
trip,TRIP
truth,TRUTH
turn,TURN
tv,TELEVISION
u,U
unique,UNIQUE
upstairs,UPSTAIRS
v,V
vacant,VACANT
vague,VAGUE
valley,VALLEY
vampire,VAMPIRE
very,VERY
vice president,VICE_PRESIDENT
viewpoint,VIEWPOINT
visualize,VISUALIZE
vlog,VLOG
volleyball,VOLLEYBALL
w,W
washington,WASHINGTON
waterfall,WATERFALL
weigh,WEIGH
wheelchair,WHEELCHAIR
whistle,WHISTLE
