actual_gloss,normalized_gloss
功课,HOMEWORK
函授,CORRESPONDENCE
记录,RECORD
提纲,OUTLINE
考核,ASSESSMENT
考试（测验）,EXAM
语文,LANGUAGE
作文,ESSAY_COMPOSITION
造句,CREATE_SENTENCE
口语,SPOKEN_LANGUAGE
手语,SIGN_LANGUAGE
律动,RHYTHM
自然,NATURE
常识,COMMON_SENSE
练习题,PRACTICE_QUESTIONS
题目,TOPIC
字典,DICTIONARY
笔记本,NOTEBOOK
手指字母,FINGERSPELLING
启发,INSPIRE
笔记,NOTES
铁笔,STYLUS
研,RESEARCH
表格,SHEET
订书机,STAPLER
钢板,STEEL_PLATE
算盘,ABACUS
夏令营,SUMMER_CAMP
班级 (?),CLASS
板书,BLACKBOARD_WRITING
背诵,RECITE
笔画,STROKE
比喻（比如）,METAPHOR
标题,TITLE
大纲,OUTLINE
段落,PARAGRAPH
逗号,COMMA
顿号,IDEOGRAPHIC_COMMA
合格,QUALIFY
进修,FURTHER_EDUCATION
句号,FULL_STOP
惊叹号,EXCLAMATION_MARK
课间,INTERVAL
练习（复习）,PRACTICE
录取,ADMISSION
冒号,COLON
省略号（省略）,ELLIPSIS
文凭,DIPLOMA
问题,QUESTION
问号,QUESTION_MARK
学位,BACHELOR_OF_SCIENCE
作业,OPERATION
体育,PHYSICAL_EDUCATION
运动,SPORTS
赛跑,RACE_SPORT
竞走,WALK
滑冰,SKATE
篮球,BASKETBALL
铅球,SHOT_PUT
铁饼,DISCUS
双杠,PARALLEL_BARS
高低杠,UNEVEN_BARS
吊环,RINGS
网球,TENNIS
游戏（玩）,GAME
生理,PHYSIOLOGICAL
身体,BODY
脑,BRAIN
耳,EAR
喉,THROAT
胸,CHEST
腹,BELLY
胃,STOMACH
肝,LIVER
乳房,BREAST
神经,NERVE
血（血液）,BLOOD
血压,BLOOD_PRESSURE
粪,MANURE
咳嗽,COUGH
咯血,HEMOPTYSIS
发炎,FEVER
失眠,INSOMNIA
浮肿,EDEMA
烫伤,SCALD
消化,DIGESTION
感冒,COLD
抽搐,TWITCH
白喉,DIPHTHERIA
疟疾,MALARIA
冻疮,FROSTBITE
伤寒,TYPHOID_FEVER
关节炎,ARTHRITIS
中耳炎,OTITIS_MEDIA
盲肠炎（阑尾炎）,APPENDICITIS
膏药,PLASTER
眼药,EYEDROPS
人丹,DAN
甘油,GLYCERIN
紫药水,PURPLE_POTION
十滴水,TEN_DROPS_WATER
碘酒,IODINE
酒精,ALCOHOL
体温表（温度计）,THERMOMETER
门诊,OUTPATIENT_CLINIC
诊断,DIAGNOSIS
内科,INTERNAL_MEDICINE
外科,SURGICAL
放射科（X光科）,RADIOLOGY
手术,OPERATION
化验（显微镜）,LAB_TEST
输血,BLOOD_TRANSFUSION
营养,NUTRITION
绝育,STERILIZATION
孕妇,PREGNANT_WOMAN
产妇,MATERNITY
B超,ULTRASOUND
CT,CT
担架,STRETCHER
痱子,PRICKLY_HEAT
复活,RESURRECTION
挂号处,RECEPTION_AREA
过敏,ALLERGY
畸形,DEFORMITY
结核病,TUBERCULOSIS
康复,RECOVERY
理疗,PHYSIOTHERAPY
脸,FACE
流产,ABORTION
脉搏,PULSE
视力,VISION
汤药,DECOCTION
听力,HEARING
丸药,BOLUS
心电图,ECG
心律,HEART_RHYTHM
晕,GOSH
注射,INJECTION
科学,SCIENCE
尖端,TIP
技术,TECHNOLOGY
学术,ACADEMIC
宏观,MACRO
数学,MATH
算术,ARITHMETIC
代数,ALGEBRA
比,COMPARE
计算,CALCULATE
推算,ESTIMATE
加（+）,PLUS
乘（×）,MULTIPLY
除（÷）,DIVIDE
除数,DIVISOR
被除数,DIVIDEND
百分数（百分比、百分号）,PERCENT
约分,REDUCE_FRACTION
半径,RADIUS
圆锥,CONE
面积,AREA
公式,FORMULA
锐角,ACUTE_ANGLE
垂直,VERTICAL
移项,TRANSPOSE
公斤（千克）,KILOGRAM
米,METER
毫米,MILLIMETER
编码,CODING
部分,PART
长方形,RECTANGLE
大于号,GREATER_THAN
倒数,RECIPROCAL
等于（相等）,EQUAL
等号,EQUAL_TO
对顶角,OPPOSITE_ANGLE
额外,ADDITIONAL
轨迹,LOCUS
行列式,DETERMINANT
和,AND
合并,MERGE
积,PRODUCT
基数,CARDINALITY
集合,ASSEMBLE
距离,DISTANCE
刻度,CALIBRATE
口诀,FORMULA
菱形,DIAMOND
量角器（半圆仪）,PROTRACTOR
速度,VELOCITY
四边形,QUADRILATERAL
相交,INTERSECT
相切,TANGENT
相向（相遇）,FACE_EACH_OTHER
约等于,APPROXIMATELY_EQUAL
直线,STRAIGHT_LINE
中括号,SQUARE_BRACKET
定律,LAW
精密,PRECISION
膨胀,EXPAND
水,WATER
溶解,DISSOLVE
凝固,SOLIDIFIY
泡沫,FOAM
倾斜,TILT
撞击,HIT
真空,VACUUM
光,LIGHT
折射,REFRACTION
扩散,DIFFUSION
固体,SOLID
焦距,FOCAL_LENGTH
焦点（交点）,FOCAL_POINT
滑动,SLIDE
直流电,DIRECT_CURRENT
电压,VOLTAGE
高压,HIGH_PRESSURE
绝缘,INSULATION
磁石（磁铁）,MAGNET
磁场,MAGNETIC_FIELD
串联,IN_SERIES
调幅,AMPLITUDE_MODULATION
激光,LASER
短波,SHORTWAVE
杠杆,LEVER
滑轮,PULLEY
原子,ATOM
电子,ELECTRON
中子,NEUTRON
波段,WAVE_BAND
磁化,MAGNETIZATION
传导,TRANSMIT
砝码,STANDARD_WEIGHT
频道,CHANNEL
容积,VOLUME
天平,BALANCE
嗓音,VOICE
化学,CHEMICAL
浓缩,CONCENTRATE
火（烧）,BURN
氧气,OXYGEN
氢气,HYDROGEN
氮气,NITROGEN
二氧化碳,CARBON_DIOXIDE
沼气,BIOGAS
磷酸,PHOSPHORIC_ACID
硫酸,SULFURIC_ACID
媒介,MEDIUM
配平,TRIM
氢,HYDROGEN
溶剂,SOLVENT
溶质,SOLUTE
生命,LIFE
发育,DEVELOPMENT
衰退,DECLINE
萎缩,SHRINK
遗传,GENETIC
品种,VARIETY
蜕化,DEGENERATE
滋长,GROW
细菌,GERM
脂肪,FAT
酵母,YEAST
繁殖,BREED
胚胎,EMBRYO
零,ZERO
一,ONE
二,TWO
三,THREE
四,FOUR
五,FIVE
六,SIX
七,SEVEN
八,EIGHT
九,NINE
十,TEN
二十,TWENTY
四十,FORTY
五十,FIFTY
六十,SIXTY
百,HUNDRED
万,TEN_THOUSAND
亿,HUNDRED_MILLION
丙,THIRD
第一次,FIRST_TIME
个,INDIVUAL
号码,NUMBER
甲,FIRST
件,PIECE
棵（株）,TRAY
名额,QUOTA
篇,PAPER
条,STRIP
一届,ONE_TIME
乙,SECOND_NUMBER
天空,SKY
卫星,SATELLITE
太阳,SUN
月亮,MOON
气象,METEOROLOGY
气候（天气）,CLIMATE
天气预报,WEATHER_FORECAST
雨,RAIN
暴雨（大雨）,RAINSTORM
风（刮风）,WIND
微风,BREEZE
雷,THUNDER
霜,FROST
雪,SNOW
冰,ICE
冰雹,HAIL
霞,MIST
虹,RAINBOW
日蚀,ECLIPSE
降雨量,RAINFALL
地质,GEOLOGY
海洋,OCEAN
海滩,BEACH
草原,GRASSLAND
盆地,BASIN
洼地,DEPRESSION
沼泽,SWAMP
山峰（峰）,MOUNTAIN_PEAK
山谷（谷）,VALLEY
岛屿,ISLAND
暗礁,REEF
波浪,WAVE
瀑布,WATERFALL
赤道,EQUATORIAL
寒带,FRIGID_ZONE
温带,TEMPERATE_ZONE
热带,TROPICAL
经线,MERIDION
草坪,LAWN
覆盖,COVER
分布,DISTRIBUTED
海峡,STRAIT
坑,PIT
溶洞,CAVE
上游,UPSTREAM
山崖,CLIFF
湾,BAY
旋涡,VORTEX
淹没,SUBMERGED
钢,STEEL
铁,IRON
铅,LEAD
锡,TIN
铀,URANIUM
天然气,NATURAL_GAS
宝石,GEM
首都,CAPITAL
县,COUNTY
村,VILLAGE
街道,STREET
门牌,HOUSE_NUMBER
北京市,BEIJING
天津市,TIANJIN
内蒙古自治区,INNER_MONGOLIA
辽宁省,LIAONING
黑龙江省,HEILONGJIANG
安徽省,ANHUI
福建省,FUJIAN
江西省,JIANGXI
湖北省,HUBEI
湖南省,HUNAN
广东省,GUANGDONG
西藏自治区,TIBET
青海省,QINGHAI
石家庄,SHIJIAZHUANG
太原,TAIYUAN
呼和浩特,HOHHOT
沈阳,SHENYANG
长春,CHANGCHUN
南京,NANJING
合肥,HEFEI
福州,FUZHOU
广州,GUANGZHOU
成都,CHENGDU
昆明,KUNMING
兰州,LANZHOU
西宁,XINING
银川,YINCHUAN
乌鲁木齐,URUMQI
重庆,CHONGQING
敦煌,DUNHUANG
郊区,SUBURB
开封,KAIFENG
农村,RURAL
攀枝花,PANZHIHUA
区域,AREA
瑞金,RUIJIN
三亚,SANYA
深圳,SHENZHEN
苏州,SUZHOU
宜昌,YICHANG
世界,WORLD
亚洲,ASIA
欧洲,EUROPE
南美洲,SOUTH_AMERICA
大西洋,ATLANTIC
中国,CHINA
印度,INDIA
印度尼西亚,INDONESIA
孟加拉,BENGAL
比利时,BELGIUM
丹麦,DENMARK
德国,GERMANY
法国,FRANCE
罗马尼亚,ROMANIA
瑞典,SWEDEN
瑞士,SWITZERLAND
匈牙利,HUNGARY
英国,UNITED_KINGDOM
巴西,BRAZIL
美国,AMERICA
澳大利亚,AUSTRALIA
埃塞俄比亚,ETHIOPIA
白俄罗斯,BELARUS
巴黎,PARIS
玻利维亚,BOLIVIA
哥伦比亚,COLOMBIA
莫斯科,MOSCOW
突尼斯,TUNISIA
乌克兰,UKRAINE
乌拉圭,URUGUAY
动物,ANIMAL
野兽,BEAST
狮,LION
象,ELEPHANT
骆驼,CAMEL
狐狸,FOX
熊猫,PANDA
鲸,WHALE
鳄鱼,CROCODILE
蛇,SNAKE
蛙,FROG
鹤,CRANE
燕,SWALLOW
蜈蚣,CENTIPEDE
苍蝇,FLY
蚊,MOSQUITO
蟑螂,COCKROACH
跳蚤,FLEA
河马,HIPPO
黄鼠狼,WEASEL
蝌蚪,TADPOLE
羚羊,ANTELOPE
鹿,DEER
猫头鹰,OWL
梅花鹿,SIKA_DEER
鸟,BIRD
企鹅,PENGUIN
水獭,OTTER
松鼠,SQUIRREL
天鹅,SWAN
鸵鸟,OSTRICH
蜗牛,SNAIL
乌鸦,CROW
蝎子,SCORPION
萤火虫,FIREFLY
蛹,PUPA
杉树,CEDAR
樟树,CAMPHOR_TREE
桑树,MULBERRY
芦苇,REED
叶,LEAF
品德（品行）,MORALITY
修养,TRAINING
作风,STYLE
智慧,WISDOM
懒（懒惰）,LAZY
诚实（诚恳）,HONESTY
虚夸,EXAGGERATE
端正,CORRECT
大方,GENEROUS
骄傲,PRIDE
忸怩,COY
粗鲁,RUDE
暴躁（急躁）,IRRITABLE
激烈,FIERCE
温和,MILD
认真,EARNEST
谨慎,CAUTIOUS
细致,METICULOUS
随便,CASUAL
自卑,BOAST
积极,POSITIVE
消极（灰心）,NEGATIVE
落后,BEHIND
卓越,EXCELLENCE
保守,KEEP
魔鬼,DEVIL
野心,AMBITION
性能,PERFORMANCE
本质,NATURE
素质,QUALITY
宏伟,GRAND
神圣,SACRED
困难,DIFFICULTY
烦琐,CUMBERSOME
光荣,GLORY
正确,ACCURATE
准确,PRECISE
错误,MISTAKE
明显,OBVIOUS
可靠,RELIABLE
极端,EXTREME
突出,PROTRUDE
重要,IMPORTANT
次要,SECONDARY
必要,NECESSARY
严峻,SEVERE
正式,FORMAL
奇怪,STRANGENESS
公平,FAIR
秘密,SECRET
泄露,DIVULGE
发达,DEVELOPED
丰富,RICH
贫困,POOR
优点,ADVANTAGE
缺点,SHORTCOMING
模仿,IMITATE
标准,STANDARD
榜样,EXAMPLE
质量,QUALITY
基础,BASE
基本,BASIC
核心,CORE
生动,VIVID
精彩,WONDERFUL
光明,BRIGHT
光辉,BRILLIANCE
黑暗,DARK
周到,THOUGHTFUL
完全,COMPLETELY
完整,WHOLE
扼要,BRIEF
风趣,FUNNY
干脆,SIMPLY
干枯,DRY
够,ENOUGH
简陋,SHABBY
精悍,REFINED
精巧,DELICATE
可怜,PITFUL
灵巧,DEXTERITY
冒失,RECKLESS
敏锐,KEEN
默契,SECRET_AGREEMENT
普遍,UNIVERSAL
巧妙,CLEVER
坦率,FRANK
吸引,ABSORB
鲜艳,BRIGHT
悬殊,DISPARITY
优秀,EXCELLENT
用途（用处）,USAGE
事情,MATTER
事例,CASE
事业,CAUSE
情况,CONDITION
目标,TARGET
意义,SIGNIFICANCE
经验,EXPERIENCE
教训,CHIDE
负责,RESPONSIBLE
负担,BURDEN
名誉（荣誉）,HONOR
威望,PRESTIGE
权威,AUTHORITY
功劳,CREDIT
功勋,MERIT
挫折,FRUSTRATION
继续,CONTINUE
禁止,PROHIBIT
掌握（把握）,GRASP
巩固,CONSOLIDATE
吸收,ABSORB
耽误,DELAY
发挥,PLAY
深入,DEEP
扩大,EXPAND
空白,BLANK
变化,VARIETY
影响,INFLUENCE
提高,RAISE
改善（改良）,IMPROVE
转折,TWIST_AND_TURN
努力,EFFORT
竭力,STRIVE
道理,JUSTIFICATION
理由,REASON
姿态,ATTITUDE
反应,REACTION
体现,REFLECT
表现,PERFORMANCE
利益,BENEFIT
公益,PUBLIC_WELFARE
进度,SCHEDULE
根源,SOURCE
标志,LOGO
前途,FUTURE
点缀（装饰）,DECORATE
构成,CONSTITUTE
冲淡,DILUTE
遵守,OBEY
约束,CONSTRAINT
相同,SAME
踊跃,ACTIVELY
响应,RESPONSE
避免,AVOID
摆脱,GET_RID_OF
促进,PROMOTE
震动,SHOCK
隐患,HIDDEN_DANGER
恰巧,COINCIDENTALLY
逐步,GRADUALLY
成语,IDIOM
虚词,FUNCTION_WORD
闻者足戒,WARN_BY_WORDS
自力更生,SELF_RELIANCE
统筹兼顾,OVERALL_PLANNING
集思广益,BRAINSTORM
断章取义,OUT_OF_CONTEXT
不求甚解,SHALLOW_UNDERSTANDING
首先,FIRSTLY
最后,FINALLY
始终,ALWAYS
当然,OFCOURSE
可能,POSSIBLE
或者,OR
一定,MUST
如果,IF
既然,SINCE
按照（按）,ACCORDING_TO
由于（由）,DUE_TO
如何（怎么、怎么样）,HOW
为,FOR
没有（无）,NONE
不,DONT
和（与、同）,SUM
好象,AS_IF
曾经（已经）,ONCE
差不多,ALMOST
稍微,SLIGHTLY
尽量,AS_MUCH_AS_POSSIBLE
能（能够、可以）,CAN
在,EXIST
是,YES
对,TRUE
都（全）,ALL
向,TOWARDS
愿（愿意）,WANT
这里,HERE
那里,THERE
哪儿,WHERE
哪些,WHICH
得,GAIN
最（很、十分）,MOST
就,ONLY
什么,WHAT
比如,EXAMPLE
终于,FINALLY
属于,BELONG
急中生智,SUDDEN_IDEA
了,END
另外,MOREOVER
其实,ACTUALLY
然后,THEN
如果 (?),IF
甚至,EVEN
太,TOO
唯一,ONLY
也,ALSO
以来,SINCE
应该（应当）,SHOULD
永远,FOREVER
又（再、还）,AGAIN
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
A,A
B,B
C,C
D,D
E,E
F,F
G,G
H,H
I,I
J,J
K,K
L,L
M,M
N,N
O,O
P,P
Q,Q
R,R
S,S
T,T
U,U
V,V
W,W
X,X
Y,Y
Z,Z
